"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"65","b","b","a","c","a","a","a","a","b","a","c","a","b","a","c","c","c","c","b"
"66","c","c","a","a","c","a","a","c","b","c","c","c","c","c","a","a","a","a","a"
"67","b","b","b","b","a","a","a","a","c","b","c","b","a","a","c","c","c","c","a"
"68","b","a","b","b","b","c","a","a","c","b","b","a","c","c","c","a","c","b","c"
"69","b","a","b","c","a","c","a","a","b","b","c","a","b","a","c","c","b","b","c"
"70","c","a","c","b","a","c","a","c","c","c","c","c","b","b","a","a","a","a","a"
"71","b","b","b","b","a","b","a","a","c","a","c","b","a","a","c","c","b","b","c"
"72","b","b","b","a","a","b","a","a","b","b","c","b","a","a","a","a","c","c","a"
"73","a","b","b","a","b","c","b","c","b","b","b","c","a","b","a","a","c","c","b"
"74","a","a","a","a","c","a","a","c","b","b","c","a","b","a","a","a","b","a","b"
"75","b","a","b","c","b","b","a","a","b","b","c","b","a","a","a","a","c","c","b"
"76","a","b","a","c","b","b","a","b","b","b","b","a","c","c","a","a","a","a","a"
"77","b","b","c","c","a","b","a","a","b","b","a","b","a","a","b","b","b","b","a"
"78","b","a","c","b","a","c","a","a","a","b","c","a","b","a","a","a","c","c","a"
"79","c","b","b","b","a","c","a","a","c","c","c","a","b","b","a","a","c","c","a"
"80","c","c","c","a","c","a","a","c","b","b","c","a","b","a","b","b","b","b","b"
"81","b","a","c","c","a","a","a","a","b","a","b","c","c","c","c","c","c","c","b"
"82","b","a","a","b","a","c","a","a","b","a","b","c","a","a","b","b","a","c","a"
"83","a","b","c","c","b","c","a","c","b","b","c","c","c","b","a","b","b","b","c"
"84","a","a","b","c","b","b","a","a","c","b","c","a","b","c","b","b","a","b","a"
"85","a","b","c","c","c","c","b","a","b","b","c","a","a","a","b","b","b","b","b"
"86","a","b","c","b","a","b","a","a","b","b","b","a","c","b","c","a","c","b","a"
"87","a","c","b","a","a","a","b","a","a","b","c","b","a","a","a","a","a","a","a"
"88","b","b","a","b","b","c","a","b","a","b","c","a","b","c","a","a","a","a","a"
"89","b","c","c","c","a","a","a","a","c","c","c","a","c","b","a","b","c","c","a"
"90","a","c","a","b","a","c","a","a","b","b","c","c","c","c","c","c","c","a","a"
"91","a","b","a","c","a","b","a","a","a","b","c","a","b","c","a","c","a","a","c"
"92","b","a","a","b","a","c","a","a","a","b","c","b","a","c","c","c","a","a","b"
"93","c","b","c","a","c","c","b","a","b","b","c","a","b","c","c","c","a","a","a"
"94","a","a","a","b","a","c","a","a","c","b","c","a","c","b","b","b","a","a","a"
"95","c","a","c","a","c","c","a","c","b","b","c","b","a","a","b","a","b","b","a"
"96","a","c","a","a","a","b","a","a","b","c","a","c","b","b","b","b","b","b","c"
"97","c","a","c","a","c","a","a","c","c","b","c","c","b","a","a","a","a","c","c"
"98","c","c","b","a","a","b","a","a","b","b","c","b","a","a","a","b","a","a","a"
"99","a","a","b","c","a","b","a","a","b","a","c","b","a","a","c","c","c","b","b"
"100","a","b","b","c","b","b","c","c","b","b","c","c","a","a","a","a","a","c","a"
"101","c","a","c","c","a","b","a","a","b","b","b","c","b","a","c","c","a","a","a"
"102","a","b","c","b","c","c","a","c","b","a","a","b","c","c","b","b","b","b","c"
"103","a","b","a","c","a","a","a","a","c","a","a","a","a","b","a","a","a","c","a"
"104","a","b","c","a","c","b","a","c","b","a","b","c","c","c","c","c","a","c","a"
"105","a","b","b","c","b","a","a","a","b","b","c","c","a","a","c","c","c","c","a"
"106","c","b","a","b","a","a","a","a","c","c","c","a","b","b","a","a","a","b","a"
"107","a","b","c","b","a","a","a","a","b","b","c","b","a","a","b","a","a","c","a"
"108","c","b","b","b","b","c","c","b","b","a","a","c","c","c","a","b","a","c","a"
"109","b","b","b","c","b","a","a","b","b","a","c","b","a","a","a","a","a","c","a"
"110","c","a","b","b","b","c","a","b","b","c","c","c","c","b","b","b","b","b","b"
"111","b","b","c","b","a","c","a","a","b","b","c","a","b","a","a","a","c","a","a"
"112","b","b","c","b","a","b","a","a","c","c","b","c","a","a","c","c","c","c","a"
"113","b","a","a","b","b","b","a","b","c","b","c","c","b","a","c","a","a","a","c"
"114","a","a","b","c","b","a","a","b","a","b","c","c","b","c","a","a","c","c","b"
"115","a","c","b","c","a","a","a","a","a","b","c","c","b","a","a","a","a","c","a"
"116","a","c","c","a","a","a","a","a","b","a","b","a","b","c","a","b","a","b","a"
"117","c","b","b","b","c","c","b","a","b","b","c","c","c","b","b","a","a","c","a"
"118","a","b","c","c","b","b","a","a","c","b","c","b","b","a","a","a","a","a","a"
"119","b","c","b","c","a","b","a","a","c","b","c","a","b","c","c","c","c","c","a"
"120","a","a","b","c","a","b","a","a","c","b","b","c","b","c","a","c","a","a","a"
"121","b","c","c","b","c","b","c","a","b","b","c","b","a","a","a","a","c","a","a"
"122","a","c","a","c","a","a","a","a","c","b","b","a","c","c","a","a","a","a","b"
"123","c","c","b","a","a","a","a","a","b","c","b","a","c","c","c","c","c","c","b"
"124","a","b","a","b","b","b","a","b","a","c","a","a","b","b","a","a","a","b","a"
"125","b","b","a","c","a","a","a","a","c","b","c","c","c","c","b","b","b","a","a"
"126","b","a","b","b","a","c","a","a","c","b","c","b","a","a","a","c","c","c","b"
"127","b","c","a","b","b","b","a","b","b","b","c","b","a","a","a","a","c","c","a"
"128","a","b","b","b","b","b","a","a","c","a","a","b","a","a","a","a","a","c","a"
"129","c","b","c","a","a","c","c","a","b","b","c","c","b","c","a","a","a","b","a"
"130","a","b","a","b","b","c","a","c","c","b","c","c","b","c","b","c","b","a","a"
"131","c","c","c","b","b","b","a","a","b","b","c","a","c","b","b","b","b","b","c"
"132","a","a","a","c","a","b","a","a","c","c","a","c","c","b","a","a","b","b","c"
"133","b","b","b","c","b","a","a","b","c","b","c","c","c","c","a","a","a","c","a"
"134","b","c","a","b","c","b","b","a","b","a","a","b","c","c","b","c","a","c","c"
"135","b","a","b","b","a","c","a","a","c","c","c","a","b","b","a","a","b","b","a"
"136","b","c","c","b","a","a","a","a","a","b","c","a","c","b","a","c","a","c","a"
"137","b","b","b","b","b","c","a","b","b","c","b","c","b","b","a","a","c","c","b"
"138","b","a","a","b","c","b","b","c","b","b","c","c","c","c","a","a","a","a","a"
"139","c","a","b","c","a","a","b","b","a","a","c","b","a","a","b","c","c","b","b"
"140","b","c","c","b","a","c","a","a","b","c","c","b","a","c","c","c","c","c","a"
"141","a","a","c","c","b","b","c","a","b","a","c","c","b","c","c","a","c","c","b"
"142","c","c","b","b","a","c","a","c","c","b","c","a","b","a","a","a","c","c","a"
"143","a","c","c","c","c","a","c","b","b","b","a","b","a","a","c","c","b","b","c"
"144","a","a","a","b","a","a","b","c","b","b","a","b","a","a","c","a","c","a","b"
"145","c","a","a","b","a","c","a","c","a","b","c","b","a","a","c","a","b","a","c"
"146","c","b","c","b","c","b","a","a","a","b","c","b","b","c","a","b","c","b","a"
"147","c","a","b","b","c","b","a","c","b","b","c","a","a","a","a","c","a","c","a"
"148","c","b","b","a","c","b","a","a","b","b","c","b","a","a","a","a","a","a","a"
"149","c","c","a","b","c","b","b","c","b","b","c","b","a","a","c","a","b","a","b"
"150","b","a","c","b","c","c","a","c","b","b","b","a","c","c","c","c","b","b","c"
"151","c","a","c","a","b","a","a","c","b","b","b","a","a","a","c","a","b","b","c"
"152","c","a","c","b","c","b","a","c","b","b","c","b","a","a","a","a","a","a","a"
"153","a","c","a","c","b","a","c","b","c","b","c","a","c","c","b","b","a","a","a"
"154","a","b","b","b","a","c","a","a","b","c","b","a","c","b","a","a","a","c","a"
"155","a","a","a","b","a","c","a","a","b","c","a","b","b","c","a","b","a","a","c"
"156","a","b","a","a","b","a","c","c","c","b","c","b","a","a","c","c","a","a","b"
"157","b","c","a","b","a","a","a","a","c","b","c","b","a","b","c","a","c","c","a"
"158","a","a","a","c","a","a","a","a","b","b","c","a","b","a","c","c","a","a","a"
"159","b","a","b","b","a","b","a","a","b","b","c","b","b","a","a","b","c","c","b"
"160","b","b","b","a","a","b","a","a","b","b","c","c","c","c","c","c","c","c","b"
"161","a","c","c","b","a","c","a","a","a","a","b","c","a","a","a","a","c","b","a"
"162","c","a","c","b","a","b","a","a","c","b","c","c","c","b","c","a","a","a","a"
"163","c","a","b","a","a","c","a","a","b","b","c","b","a","a","b","a","b","a","c"
"164","c","a","c","a","a","b","a","c","c","b","a","b","b","a","b","a","b","b","c"
"165","a","b","b","b","c","a","b","a","b","b","c","c","c","c","c","c","a","c","a"
"166","b","b","a","b","a","b","a","a","a","c","b","a","a","a","a","a","c","c","a"
"167","b","a","a","b","b","c","a","b","c","a","a","b","c","c","c","a","c","b","b"
"168","c","a","c","b","a","b","a","a","b","a","a","b","c","c","c","c","c","b","b"
"169","c","a","b","a","a","b","a","a","b","b","c","a","b","a","c","a","c","c","c"
"170","c","a","b","b","b","c","a","b","a","b","a","a","b","a","a","c","a","a","a"
"171","b","b","b","c","c","b","b","a","b","c","b","a","a","c","a","b","c","c","a"
"172","c","c","b","b","a","a","a","a","b","a","a","b","b","b","a","a","a","a","a"
"173","a","a","c","c","b","a","a","a","b","b","c","c","b","a","a","a","a","a","b"
"174","b","a","b","c","c","b","a","c","b","b","c","a","b","a","a","a","a","c","a"
"175","a","c","c","b","a","c","a","a","a","a","a","c","c","c","c","c","a","c","a"
"176","c","a","c","a","a","a","a","a","b","a","c","c","b","c","c","c","a","c","a"
"177","b","c","c","b","a","c","b","b","a","b","b","c","b","a","c","a","c","c","a"
"178","b","a","c","b","a","c","a","a","a","b","b","a","a","a","a","a","c","b","b"
"179","b","a","a","b","c","c","a","c","a","b","b","c","a","b","c","c","a","a","a"
"180","b","a","b","c","a","b","a","a","c","b","c","a","b","b","c","a","a","c","a"
"181","c","c","c","b","a","c","a","a","a","b","c","c","b","a","c","c","b","b","c"
"182","b","b","c","b","c","c","a","c","c","b","c","c","b","b","b","a","a","a","b"
"183","a","c","a","b","a","c","c","a","c","b","c","b","b","c","a","a","a","a","a"
"184","b","a","c","b","a","c","a","a","c","b","c","b","b","a","a","a","a","b","a"
"185","a","b","b","c","b","a","a","b","b","a","b","a","c","c","a","a","c","c","a"
"186","a","c","b","c","a","a","a","a","b","b","c","a","a","a","b","b","a","c","a"
"187","a","b","a","b","a","c","b","a","c","b","b","a","c","c","a","a","b","a","c"
"188","c","c","c","a","c","a","b","a","b","b","c","b","a","a","a","a","a","b","a"
"189","b","c","a","c","a","a","a","a","b","a","c","c","b","c","c","a","a","a","a"
"190","b","a","a","a","b","a","a","a","b","b","c","a","b","a","c","a","a","a","a"
"191","b","a","b","b","c","a","b","a","b","b","a","a","a","c","a","b","c","c","b"
"192","b","b","c","b","c","c","b","c","b","a","c","b","a","a","b","c","a","c","a"
"193","b","b","b","b","b","c","a","b","a","b","c","c","b","c","c","a","c","c","a"
"194","b","b","b","b","c","a","b","a","b","b","c","a","b","b","a","a","a","c","a"
"195","c","a","c","a","a","a","a","a","b","a","b","c","a","a","a","b","a","c","a"
"196","c","c","a","b","a","c","b","a","b","b","c","c","a","a","c","a","a","a","a"
"197","a","b","b","b","b","a","a","b","a","b","b","c","b","a","a","a","a","c","a"
"198","b","a","c","b","b","c","b","a","c","b","c","a","b","a","c","c","a","a","c"
"199","b","a","b","b","c","a","a","c","b","b","c","c","b","a","b","b","c","c","b"
"200","c","a","b","b","c","c","a","c","b","c","b","a","c","b","c","c","c","c","b"
"201","c","b","b","b","a","a","b","a","c","c","b","c","a","a","c","a","a","c","a"
"202","c","b","c","a","c","a","b","a","a","c","a","a","c","b","b","b","b","b","a"
"203","c","b","b","b","a","c","a","a","c","b","c","c","c","a","c","c","b","b","c"
"204","b","a","a","b","c","c","a","c","b","b","c","c","c","c","a","a","a","a","a"
"205","a","a","c","c","b","a","a","b","c","a","b","c","c","c","a","c","a","c","a"
"206","b","b","c","b","a","c","a","a","b","b","c","a","c","b","c","a","b","b","c"
"207","c","b","b","a","c","a","a","c","b","b","a","c","c","c","a","a","a","c","a"
"208","a","a","c","b","b","b","b","a","b","b","c","a","b","a","b","b","b","b","b"
"209","b","b","b","c","a","a","a","a","a","b","c","c","b","c","c","c","c","c","a"
"210","b","b","b","a","c","a","a","c","b","b","a","c","c","c","c","a","a","c","a"
"211","b","c","a","c","c","a","a","c","b","a","a","b","a","a","c","c","c","c","b"
"212","b","c","b","b","a","c","a","a","b","a","b","c","c","c","a","a","a","c","a"
"213","b","b","b","a","b","c","a","b","c","a","c","a","b","c","b","b","b","b","c"
"214","b","a","b","b","a","c","a","a","a","a","b","c","c","c","c","a","c","c","b"
"215","a","c","a","a","b","c","a","b","c","c","a","b","b","c","a","c","b","b","c"
"216","b","a","b","c","c","b","b","a","b","a","b","c","c","c","a","b","c","c","b"
"217","a","b","b","b","a","b","a","c","a","b","c","b","a","a","c","a","c","c","c"
"218","a","c","a","c","c","b","b","a","b","b","b","c","b","a","a","a","a","a","a"
"219","c","b","c","c","b","b","a","b","c","b","c","c","a","a","c","a","c","a","a"
"220","b","c","b","b","c","c","a","c","b","b","c","a","b","a","b","b","c","a","a"
"221","c","a","c","c","a","b","a","a","b","a","b","c","a","c","b","a","b","b","a"
"222","b","a","c","c","a","b","a","a","a","a","b","c","b","c","a","c","a","b","a"
"223","b","b","b","c","b","a","a","b","b","b","c","a","b","a","a","c","a","c","a"
"224","c","b","c","b","c","c","b","a","b","b","a","b","a","a","a","a","a","b","a"
"225","a","a","b","b","b","c","a","b","b","b","a","a","a","a","a","a","a","c","a"
"226","c","a","b","b","a","a","b","a","b","b","c","b","a","a","a","a","a","c","c"
"227","c","c","c","a","c","b","b","a","b","c","c","a","b","b","a","b","c","c","a"
"228","a","b","a","c","b","a","b","c","b","b","b","a","b","b","a","a","c","c","a"
"229","a","a","c","c","a","b","a","a","a","a","b","c","a","a","b","a","a","a","a"
"230","b","c","b","b","a","c","a","a","a","b","a","b","a","a","c","c","a","a","a"
"231","a","a","b","c","c","b","a","a","b","b","c","b","a","b","c","a","c","c","b"
"232","b","b","a","b","b","b","a","b","b","b","c","c","b","b","a","a","a","a","a"
"233","b","a","b","c","a","b","a","a","c","b","c","b","a","a","a","a","c","c","b"
"234","c","b","b","a","a","a","a","a","a","a","c","c","c","a","b","c","b","c","a"
"235","b","c","c","a","c","a","c","a","b","b","c","c","b","c","a","a","a","c","a"
"236","b","b","c","b","c","c","b","a","b","c","b","c","a","c","a","a","a","a","a"
"237","c","b","c","b","c","a","a","c","b","b","c","a","b","a","c","c","c","b","c"
"238","b","b","a","b","a","c","a","a","a","b","c","a","a","a","c","c","a","a","a"
"239","c","b","b","a","c","a","b","a","b","a","c","a","b","c","b","a","b","b","a"
"240","c","c","a","b","a","c","a","a","a","b","c","c","c","c","c","c","b","a","b"
"241","b","b","c","a","c","b","a","c","b","b","b","c","b","c","c","a","c","c","a"
"242","a","b","a","a","c","c","a","c","b","a","b","b","a","a","c","c","b","c","a"
"243","a","a","a","a","c","a","a","c","b","b","c","a","b","a","c","c","a","c","a"
"244","c","c","c","b","b","b","a","b","c","b","c","b","a","a","b","b","b","a","c"
"245","c","b","b","b","b","b","a","a","a","b","c","b","a","a","a","a","c","c","a"
"246","c","b","b","a","a","b","a","a","c","b","c","b","a","a","a","a","a","c","a"
"247","c","c","b","b","b","a","a","b","a","b","c","b","a","a","c","a","c","c","a"
"248","b","b","b","b","a","b","a","a","c","b","a","b","a","a","a","a","a","b","a"
"249","c","c","b","a","c","a","a","a","b","a","b","c","b","c","a","b","a","c","a"
"250","a","c","a","b","a","a","a","a","b","c","b","b","a","a","b","a","a","a","a"
"251","b","c","a","b","c","c","b","a","b","b","c","b","a","a","c","a","a","a","a"
"252","b","a","c","b","a","a","a","c","c","b","c","b","a","a","c","c","c","c","b"
"253","b","a","b","b","a","c","a","a","a","a","b","c","a","a","a","c","c","c","b"
"254","b","c","b","a","a","a","a","a","b","b","a","b","a","a","a","a","c","b","a"
"255","a","a","c","c","a","a","a","a","a","b","c","a","b","a","b","a","b","b","c"
"256","c","c","c","b","c","b","a","c","b","b","c","b","a","a","a","c","c","c","a"
"257","b","c","b","c","a","b","a","a","b","c","a","b","b","b","c","a","c","c","a"
"258","b","c","a","b","a","c","a","a","a","c","a","b","a","a","c","a","c","b","a"
"259","b","a","a","b","a","c","a","a","a","c","a","a","c","c","a","a","a","b","c"
"260","a","c","a","c","c","b","a","c","b","b","b","b","a","a","c","a","a","a","a"
"261","a","c","a","a","a","c","b","c","b","b","c","a","a","a","a","c","a","a","a"
"262","b","a","c","b","b","c","a","c","c","b","c","a","b","c","c","a","b","b","a"
"263","a","b","b","c","a","b","a","a","b","b","a","b","c","c","c","c","c","c","a"
"264","b","b","b","b","a","c","a","a","a","b","c","c","b","c","a","b","a","a","a"
"265","a","a","b","c","b","b","a","a","b","b","c","b","a","a","c","a","c","c","b"
"266","b","b","c","c","c","a","b","a","a","b","c","a","b","a","c","c","b","a","a"
"267","a","b","a","a","c","a","b","a","b","c","a","b","a","a","c","c","c","b","a"
"268","a","b","a","a","a","a","a","a","c","b","b","c","b","b","b","b","c","a","a"
"269","c","a","c","a","a","b","a","a","c","b","c","c","b","c","c","c","c","a","b"
"270","b","a","c","c","a","b","a","a","b","b","c","a","b","a","a","a","c","a","b"
"271","b","b","c","c","a","b","b","b","c","b","b","c","b","c","c","c","c","c","a"
"272","c","c","c","a","a","b","a","a","c","a","a","b","a","b","a","a","c","c","a"
"273","c","b","b","a","a","b","a","a","b","b","c","c","c","c","a","a","c","c","a"
"274","c","a","b","c","b","c","a","b","b","a","c","a","b","a","b","a","b","b","c"
"275","a","b","b","a","c","b","c","a","a","a","c","a","b","c","b","b","b","a","c"
"276","b","a","c","c","b","a","a","c","c","b","a","b","a","a","a","c","a","b","a"
"277","a","a","b","b","b","c","a","b","b","c","c","c","b","b","c","c","c","c","b"
"278","b","b","c","b","c","c","b","a","b","c","a","b","a","b","a","a","c","c","a"
"279","b","b","c","b","a","c","a","a","c","b","b","c","b","c","a","a","c","a","a"
"280","b","a","c","b","a","b","a","a","a","a","c","c","a","a","c","c","c","b","a"
"281","a","b","b","a","b","b","a","b","c","c","c","b","a","a","a","a","a","a","a"
"282","c","c","b","b","a","a","a","a","a","b","c","c","c","b","c","a","a","a","a"
"283","a","b","c","b","c","b","a","a","b","b","c","c","b","c","b","b","b","b","c"
"284","b","b","b","c","c","b","a","b","c","b","c","c","c","a","a","b","a","c","a"
"285","c","b","b","a","c","a","a","c","a","b","c","c","c","b","c","a","c","c","a"
"286","b","c","a","a","b","a","a","a","a","b","c","a","a","a","a","a","c","a","a"
"287","a","c","a","b","c","c","a","c","b","c","b","c","b","b","c","a","b","b","b"
"288","b","c","a","b","a","c","b","a","c","a","b","c","c","c","c","a","a","b","a"
"289","b","b","a","b","b","a","b","c","a","b","c","b","a","a","a","a","a","a","b"
"290","c","b","b","b","b","c","a","c","b","a","b","c","a","a","c","c","c","c","b"
"291","b","b","a","b","a","c","a","a","b","b","c","b","a","a","a","a","a","a","a"
"292","b","b","a","b","b","b","a","b","c","c","b","c","b","b","c","c","c","b","a"
"293","b","b","b","c","c","b","b","a","b","a","b","a","b","c","a","a","a","c","a"
"294","c","a","c","a","c","c","b","c","b","b","b","a","b","c","c","b","a","a","a"
"295","a","b","a","a","a","b","c","a","b","c","a","c","c","c","a","b","a","b","a"
"296","a","b","a","b","b","c","a","b","b","c","a","b","a","a","a","a","a","a","a"
"297","a","a","b","b","c","b","a","c","b","a","c","a","b","c","c","a","c","b","b"
"298","c","c","b","a","b","a","a","b","b","b","b","a","a","a","a","a","c","c","a"
"299","c","c","c","b","a","c","a","a","b","c","b","c","c","b","c","c","c","c","a"
"300","a","b","c","b","c","b","b","a","b","b","c","b","a","a","b","a","b","b","a"
"301","c","b","b","a","b","b","a","a","b","a","a","b","a","a","a","a","a","a","a"
"302","a","c","a","b","c","a","b","a","b","c","a","b","a","a","a","b","c","c","a"
"303","a","c","a","a","c","a","c","a","b","c","a","b","a","a","a","a","a","b","c"
"304","a","c","a","b","b","b","b","a","b","b","c","a","b","c","c","c","a","a","a"
"305","b","b","a","b","a","c","a","a","b","b","c","c","c","b","a","a","a","a","a"
"306","c","b","c","b","c","c","a","c","a","b","c","a","b","a","a","a","c","b","b"
"307","b","a","a","b","b","c","c","c","c","b","c","a","b","a","b","a","a","c","a"
"308","b","c","a","b","a","b","b","b","b","c","a","b","c","b","a","a","c","a","a"
"309","b","c","b","a","a","b","a","b","b","b","a","b","a","a","c","c","b","b","c"
"310","c","a","c","b","a","c","a","a","c","c","b","c","a","a","c","c","c","c","b"
"311","a","b","a","a","a","c","a","a","a","b","c","b","a","a","c","a","b","a","a"
"312","b","c","b","a","c","c","b","a","b","b","c","c","b","a","c","a","c","c","a"
"313","a","b","b","c","a","b","a","a","b","b","c","a","a","b","a","a","b","b","c"
"314","b","b","c","b","b","c","a","c","c","b","c","a","b","a","a","a","b","b","a"
"315","b","a","b","b","c","b","a","c","b","b","c","a","b","a","c","c","c","c","b"
"316","c","b","b","b","a","c","a","a","c","b","c","a","c","c","c","c","a","c","a"
"317","b","b","b","c","c","a","a","c","c","b","c","a","b","c","a","a","b","b","c"
"318","a","a","c","c","a","b","b","a","a","b","c","b","c","c","b","c","b","b","c"
"319","c","b","c","c","c","a","a","c","c","b","b","b","a","a","b","b","b","b","a"
"320","a","a","b","b","a","c","a","a","c","b","b","c","a","a","a","b","c","c","b"
"321","c","a","b","b","c","a","b","a","a","c","a","b","a","a","a","b","a","a","a"
"322","b","a","c","b","b","c","a","b","c","b","c","c","c","c","a","c","c","a","c"
"323","a","c","b","a","a","c","b","b","a","b","c","b","a","a","a","a","a","c","b"
"324","b","b","b","a","c","a","a","c","b","a","b","c","a","a","b","c","a","c","a"
"325","a","a","c","c","a","b","b","b","c","b","c","b","a","a","b","a","b","b","b"
"326","b","b","b","b","a","c","a","a","b","c","b","c","b","c","a","a","a","c","b"
"327","b","a","b","a","a","a","a","a","b","b","c","c","b","c","c","c","c","c","b"
"328","a","a","a","b","c","b","b","a","b","b","b","a","c","b","a","a","a","a","a"
"329","b","b","b","b","a","a","b","b","b","b","b","c","a","a","c","a","a","c","a"
"330","a","a","a","b","c","c","a","c","b","b","c","a","b","a","a","a","a","a","a"
"331","c","a","b","b","a","c","a","a","b","b","c","b","b","c","c","a","a","a","c"
