"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"100","a","a","a","c","a","b","a","a","a","c","a","a","c","c","c","c","c","c","b"
"101","c","c","b","b","a","b","a","a","c","b","c","b","a","a","c","c","c","c","b"
"102","a","a","c","b","b","b","b","a","c","a","a","b","a","a","a","b","c","c","b"
"103","c","b","c","a","b","a","a","b","c","b","c","c","b","a","a","a","a","c","b"
"104","b","c","a","c","b","b","a","b","a","b","c","c","c","b","c","c","c","c","a"
"105","a","c","b","b","a","c","a","a","c","b","c","a","b","a","b","b","a","c","a"
"106","b","a","b","b","b","b","c","b","c","b","c","c","c","c","a","a","b","b","c"
"107","a","a","a","a","b","b","a","a","a","c","c","a","a","a","a","c","b","b","c"
"108","b","b","c","c","c","b","a","c","b","c","c","a","b","c","a","a","a","c","a"
"109","a","c","b","b","a","c","a","a","a","b","c","b","c","c","c","a","c","c","a"
"110","c","b","c","a","b","a","a","a","b","c","b","c","a","a","a","a","a","a","a"
"111","a","c","a","c","b","a","a","b","c","a","b","b","a","b","b","b","b","c","b"
"112","b","a","c","b","c","c","a","c","b","c","c","c","c","b","a","c","a","c","b"
"113","a","a","a","c","b","a","a","b","a","b","c","c","b","c","c","c","a","a","a"
"114","a","a","a","a","c","a","a","a","b","c","a","c","a","c","a","a","a","c","a"
"115","a","c","c","c","c","a","c","a","b","a","c","c","b","a","a","a","a","c","a"
"116","a","a","b","b","b","c","a","a","c","b","c","c","c","c","b","a","b","c","c"
"117","a","b","a","b","c","a","a","c","b","b","b","c","a","a","b","c","b","b","a"
"118","b","b","c","c","c","b","b","a","b","c","c","b","c","c","a","a","c","c","a"
"119","c","b","c","a","b","c","c","c","b","c","a","b","a","a","a","c","a","a","a"
"120","c","a","c","a","c","a","a","c","b","c","a","b","a","a","a","a","b","c","c"
"121","c","a","b","b","c","c","b","a","b","b","b","c","c","c","b","b","a","c","a"
"122","b","c","c","a","a","a","a","a","c","b","c","b","b","a","a","a","b","b","c"
"123","a","a","c","c","a","b","a","a","a","b","c","b","a","a","a","a","a","c","a"
"124","a","a","a","b","a","b","a","a","c","b","c","c","b","c","a","b","b","a","c"
"125","a","b","c","a","c","a","a","a","b","b","c","b","b","c","c","c","b","b","c"
"126","b","c","b","c","a","c","b","c","b","b","c","a","a","a","a","a","a","c","a"
"127","a","c","b","b","a","b","a","a","b","b","a","b","a","a","a","a","c","c","a"
"128","a","b","c","c","c","b","a","c","b","b","b","c","a","a","a","a","a","a","a"
"129","c","a","b","b","a","c","a","a","b","b","c","b","c","c","a","a","c","b","a"
"130","b","a","c","b","a","c","a","a","b","b","c","b","a","a","c","c","a","a","a"
"131","b","a","a","c","c","b","b","a","b","b","c","a","b","c","c","c","a","a","c"
"132","b","b","b","c","c","b","b","b","b","b","c","b","a","a","c","c","c","a","a"
"133","a","a","a","a","b","b","a","b","b","b","c","b","a","a","a","a","a","a","a"
"134","a","a","b","b","a","a","a","a","c","b","c","b","a","a","a","a","a","a","a"
"135","b","a","c","b","b","c","a","a","b","b","b","c","b","c","b","a","b","a","c"
"136","b","c","c","a","b","a","a","b","a","a","b","c","a","a","c","a","c","c","a"
"137","c","b","c","b","a","b","a","a","c","b","c","b","b","c","c","c","c","c","a"
"138","a","a","b","b","a","c","a","a","a","c","a","a","c","c","b","b","c","c","b"
"139","a","a","b","c","a","a","a","a","c","c","c","c","c","b","b","b","b","b","a"
"140","c","a","a","b","a","c","a","a","b","b","c","c","a","a","b","b","b","a","c"
"141","a","b","a","b","a","b","a","c","a","c","a","a","c","c","a","c","a","c","a"
"142","a","a","b","c","a","a","a","b","a","c","a","b","a","a","c","a","b","b","c"
"143","a","a","b","a","a","b","a","a","c","b","c","b","a","a","c","c","c","c","b"
"144","b","a","b","b","a","b","a","c","c","a","a","b","a","a","b","b","a","a","a"
"145","a","c","a","a","a","b","a","a","b","a","a","b","a","a","a","a","a","a","a"
"146","b","a","b","a","a","b","c","a","a","b","c","b","a","a","a","c","a","c","a"
"147","b","a","c","c","a","b","a","a","b","b","c","a","b","a","c","c","c","c","b"
"148","b","a","c","b","c","c","a","c","a","b","c","c","c","c","c","c","b","a","c"
"149","a","a","b","c","b","a","b","c","b","b","c","b","a","a","a","b","a","b","a"
"150","b","a","c","c","b","b","a","b","b","b","c","b","a","a","c","c","c","b","c"
"151","a","c","c","b","c","c","a","c","b","b","a","b","a","a","c","c","a","a","a"
"152","a","a","b","b","a","a","a","a","b","b","c","c","a","a","a","a","c","b","b"
"153","b","b","c","b","c","c","c","b","b","b","c","b","a","a","a","a","a","b","a"
"154","c","b","b","b","c","b","a","c","b","b","c","c","b","c","b","b","b","b","c"
"155","c","c","b","a","c","a","b","a","b","b","b","c","a","a","a","c","a","a","a"
"156","a","a","a","b","c","c","a","c","b","b","c","a","b","c","c","c","a","a","a"
"157","c","a","b","b","c","a","c","a","b","b","c","a","b","a","a","a","c","a","b"
"158","c","a","b","a","a","b","a","a","c","b","c","c","b","a","b","b","b","b","c"
"159","b","b","a","b","c","c","a","c","a","c","b","c","c","b","a","a","c","c","a"
"160","b","c","b","c","b","a","a","b","c","c","b","c","b","c","b","b","a","c","a"
"161","b","a","a","b","c","b","a","c","b","b","c","c","b","a","a","a","a","a","a"
"162","c","a","a","a","a","b","a","a","b","a","a","b","a","c","c","c","c","b","a"
"163","b","c","b","b","c","b","b","a","a","b","c","a","c","c","a","a","c","c","a"
"164","b","c","b","b","a","b","b","a","b","b","c","c","c","a","a","a","a","c","c"
"165","c","a","b","a","a","a","a","a","c","b","c","a","c","a","b","b","b","b","c"
"166","a","c","a","b","c","c","b","a","c","c","a","c","b","c","c","c","a","c","c"
"167","b","a","c","b","c","c","a","c","b","b","c","b","a","a","b","a","c","b","a"
"168","a","b","c","c","c","a","a","a","b","a","b","c","b","c","c","b","b","b","c"
"169","c","b","c","a","c","b","a","a","b","b","b","a","c","c","a","a","a","a","a"
"170","a","c","c","a","c","a","b","a","b","b","c","a","b","a","a","a","c","c","a"
"171","a","a","a","b","a","c","a","a","c","b","c","c","c","a","a","a","c","a","b"
"172","b","a","b","c","b","c","a","b","b","b","c","a","b","c","c","c","c","c","a"
"173","a","c","c","b","a","c","a","a","b","b","b","c","b","c","a","a","c","c","a"
"174","a","b","c","c","a","a","a","a","b","c","a","b","a","a","c","a","c","b","b"
"175","a","b","c","c","b","a","a","b","b","b","c","c","c","a","b","a","b","b","c"
"176","a","a","a","c","b","a","a","b","c","b","c","c","b","a","a","a","a","a","a"
"177","c","a","c","b","a","c","a","a","c","b","c","a","b","a","a","a","c","c","b"
"178","a","b","b","b","c","c","a","a","b","b","c","a","c","a","c","a","c","c","b"
"179","b","b","c","b","b","b","b","c","c","b","c","b","c","a","a","a","a","a","a"
"180","a","a","a","a","a","c","a","c","b","b","a","b","a","a","a","a","c","a","c"
"181","c","a","b","b","b","b","c","c","b","c","a","b","a","a","a","a","c","c","b"
"182","b","a","c","b","b","c","b","a","a","b","b","b","a","a","c","a","b","b","b"
"183","a","c","b","b","c","a","b","a","b","b","c","a","b","a","b","b","b","b","c"
"184","b","a","a","b","b","c","b","c","a","c","b","a","a","a","a","a","a","b","a"
"185","b","b","c","b","a","b","b","b","b","b","c","b","a","a","a","a","a","a","a"
"186","a","b","a","b","b","a","a","b","a","a","c","b","c","c","a","b","c","c","a"
"187","b","c","c","c","a","a","a","a","a","c","a","b","a","a","c","c","c","c","a"
"188","b","c","a","b","a","b","a","b","a","b","c","a","a","a","a","b","a","a","a"
"189","c","a","c","b","b","c","a","c","c","a","c","a","b","c","a","a","c","b","b"
"190","b","a","b","c","b","a","b","a","c","b","c","b","a","a","a","a","a","c","a"
"191","a","b","a","b","a","c","a","a","a","c","a","a","a","a","a","c","a","c","a"
"192","b","c","c","b","a","c","b","a","a","b","c","c","c","c","a","c","a","a","a"
"193","a","c","a","b","c","c","b","a","b","b","c","b","a","a","b","a","b","a","b"
"194","b","c","c","b","a","c","c","a","b","b","b","b","a","a","a","c","a","a","b"
"195","b","a","c","b","b","a","a","c","a","c","b","c","c","b","a","c","a","c","a"
"196","c","c","b","b","c","c","b","a","b","a","b","c","a","a","c","a","c","c","a"
"197","a","a","a","b","a","c","a","a","a","b","c","a","a","a","b","b","b","a","c"
"198","b","b","c","c","c","b","a","c","b","c","c","c","c","c","c","c","a","c","a"
"199","a","b","a","a","b","b","a","b","b","b","c","b","a","a","a","c","a","a","a"
"200","b","b","b","b","b","c","b","c","b","a","c","a","b","c","a","a","c","c","a"
"201","a","a","a","b","c","b","a","c","b","b","c","c","c","a","a","a","c","a","b"
"202","c","b","b","b","a","c","a","a","c","a","c","c","b","c","a","b","a","c","b"
"203","b","a","a","a","a","a","a","a","c","b","c","b","a","a","a","a","a","a","a"
"204","a","c","c","c","c","a","c","c","b","a","c","a","b","c","b","c","b","b","b"
"205","b","c","c","c","a","b","a","a","b","c","c","c","b","c","a","a","a","c","c"
"206","a","c","b","b","a","c","a","a","b","b","c","b","a","a","a","c","c","c","a"
"207","b","a","b","c","b","a","a","b","b","b","c","b","c","c","a","a","a","c","a"
"208","a","c","c","c","a","a","a","a","b","c","b","a","c","c","a","a","a","a","a"
"209","a","a","a","a","a","b","a","a","b","b","b","c","a","a","a","b","c","a","b"
"210","b","c","c","c","b","c","a","b","b","b","b","c","c","a","a","a","a","b","a"
"211","c","a","c","a","c","a","b","a","b","b","c","b","a","a","a","a","a","b","b"
"212","a","b","a","a","c","a","b","a","b","a","b","c","c","c","a","a","c","c","a"
"213","c","c","b","b","b","c","a","a","b","b","c","b","a","a","a","a","a","c","a"
"214","a","a","a","a","b","a","a","b","b","b","c","b","a","a","b","b","a","a","c"
"215","c","c","b","b","c","a","b","a","b","c","c","a","a","b","c","c","c","c","a"
"216","c","c","c","a","c","b","b","a","a","c","b","c","c","a","a","a","a","c","a"
"217","b","a","b","c","c","a","b","a","b","b","c","b","a","a","c","c","a","c","a"
"218","b","a","c","b","b","c","a","a","c","c","c","a","c","b","a","b","a","b","b"
"219","b","a","a","c","c","b","a","b","b","c","a","c","c","c","a","a","b","b","c"
"220","a","a","b","a","a","a","a","a","b","b","c","c","c","b","c","a","b","b","c"
"221","c","a","c","b","b","b","a","b","c","b","b","a","c","b","b","b","b","a","c"
"222","c","c","a","b","a","a","a","a","b","b","c","b","a","a","a","a","a","a","a"
"223","b","a","a","b","a","c","a","a","c","b","b","b","a","a","b","c","a","a","c"
"224","b","c","b","b","a","b","a","a","b","a","b","c","b","c","c","c","a","c","c"
"225","a","a","b","c","c","a","b","a","b","b","c","c","c","c","a","a","c","c","b"
"226","c","a","c","c","a","b","a","a","b","a","b","c","a","a","b","c","b","b","c"
"227","c","a","b","a","a","a","b","b","b","b","c","c","b","c","a","a","c","c","b"
"228","a","a","b","b","b","b","c","a","c","b","c","b","c","c","c","c","a","c","b"
"229","a","a","b","b","a","a","a","a","c","c","a","a","a","a","a","b","b","b","a"
"230","a","b","a","b","b","c","a","a","b","b","c","b","a","b","a","a","a","a","a"
"231","b","a","b","b","b","a","a","b","c","b","b","c","c","b","a","a","a","b","a"
"232","c","a","c","a","a","b","a","a","a","a","c","b","a","a","a","b","c","b","b"
"233","a","c","a","a","c","b","c","a","a","a","a","b","a","a","a","a","a","b","a"
"234","a","b","a","a","a","c","b","b","a","b","c","b","b","c","c","c","c","a","a"
"235","b","c","b","b","a","c","a","a","b","b","c","b","a","a","a","a","a","a","c"
"236","c","a","c","a","a","a","b","a","a","c","b","c","c","b","a","a","c","c","b"
"237","b","c","c","b","c","c","b","a","b","b","c","b","a","a","a","a","a","c","c"
"238","a","a","b","c","a","a","a","a","a","c","a","b","a","a","c","a","c","c","b"
"239","b","c","c","b","a","b","a","a","b","b","c","a","b","a","c","a","c","c","a"
"240","b","c","a","c","c","c","a","c","b","b","b","c","a","a","a","a","a","a","b"
"241","b","b","c","c","a","a","a","a","a","b","c","c","b","a","c","a","b","b","a"
"242","b","c","c","b","b","c","a","b","c","a","c","c","b","c","a","a","a","c","a"
"243","b","a","b","b","a","a","a","a","b","c","c","a","a","b","a","c","a","b","a"
"244","a","a","a","c","c","c","a","c","b","c","c","b","a","a","b","b","a","a","a"
"245","b","a","c","b","a","c","a","a","a","a","c","b","a","a","c","c","c","c","b"
"246","b","c","c","b","c","c","a","c","b","b","c","a","b","c","a","a","a","a","a"
"247","b","a","b","c","c","b","a","c","b","b","b","c","a","a","c","c","c","c","b"
"248","a","b","c","c","c","c","a","c","b","c","b","a","a","a","a","a","a","b","a"
"249","a","a","c","b","c","c","a","b","b","b","c","b","a","a","c","c","c","c","b"
"250","b","a","c","b","c","c","a","c","b","b","c","b","a","a","c","b","c","c","b"
"251","c","a","b","b","a","b","a","a","b","c","b","b","a","a","a","a","a","c","a"
"252","b","c","b","c","c","b","a","c","b","b","c","c","c","b","a","c","a","c","b"
"253","a","b","a","c","a","b","a","a","c","b","c","a","a","a","a","a","a","a","a"
"254","c","a","c","b","c","c","a","a","b","b","c","c","b","a","a","a","b","a","b"
"255","c","c","b","b","a","c","a","a","c","a","c","c","a","a","c","c","c","c","a"
"256","c","b","c","a","a","c","a","a","c","b","b","c","a","a","b","b","b","b","a"
"257","b","a","c","a","b","a","a","b","c","b","c","a","b","a","a","a","a","b","a"
"258","b","a","a","b","b","c","a","b","c","a","c","b","a","a","a","a","a","b","a"
"259","a","a","b","b","c","b","a","c","b","b","a","b","a","a","b","a","c","c","b"
"260","b","c","a","b","a","b","a","a","c","a","c","b","c","c","c","a","c","c","a"
"261","a","a","c","b","b","c","a","b","c","b","c","a","b","a","c","a","c","b","b"
"262","b","c","b","b","c","b","b","a","b","b","c","a","b","a","a","a","a","c","a"
"263","c","b","c","b","b","c","a","b","b","b","c","a","b","a","c","c","b","b","c"
"264","c","c","c","b","a","c","a","a","b","b","c","a","c","c","c","a","a","b","a"
"265","c","b","b","b","a","c","a","a","b","a","b","c","c","c","a","a","a","c","a"
"266","b","c","b","c","a","b","a","a","b","b","c","a","b","c","b","b","a","a","a"
"267","b","a","b","b","c","b","a","c","c","c","c","a","a","a","b","b","b","b","c"
"268","b","c","b","c","b","b","a","a","c","b","c","b","a","a","c","c","c","c","a"
"269","b","a","b","b","c","b","a","c","a","b","b","a","a","c","a","a","a","c","b"
"270","a","c","b","b","a","c","a","a","b","b","c","c","b","a","a","a","a","c","a"
"271","a","b","b","c","b","c","a","b","b","b","a","a","c","b","a","a","c","c","a"
"272","c","a","b","c","c","c","a","c","c","b","b","c","b","a","a","c","a","c","a"
"273","a","a","c","b","a","b","a","a","a","c","b","a","c","c","b","a","a","b","a"
"274","a","c","c","b","b","b","a","b","b","a","c","a","a","c","b","b","b","b","c"
"275","b","a","b","c","b","b","a","b","c","a","c","a","b","c","b","b","a","c","a"
"276","a","a","b","c","b","b","a","a","b","b","b","b","a","a","a","a","a","c","a"
"277","b","c","b","b","a","b","a","a","a","b","c","a","c","a","b","b","a","c","c"
"278","c","a","c","a","a","a","a","a","c","a","b","c","a","a","b","b","b","b","c"
"279","c","b","c","b","b","a","a","b","c","b","c","b","b","a","a","c","b","b","c"
"280","b","b","c","b","a","a","a","a","c","a","b","a","c","c","a","b","c","b","c"
"281","a","a","b","b","c","c","b","b","b","b","c","a","b","c","b","b","c","c","b"
"282","b","b","a","b","a","c","a","a","c","b","c","b","b","a","a","a","a","a","a"
"283","a","c","a","b","c","a","b","a","b","b","a","c","c","a","a","c","b","a","a"
"284","a","a","c","b","b","a","b","c","a","b","c","a","b","a","a","c","c","c","a"
"285","b","c","c","b","b","c","a","b","a","c","b","b","a","a","b","a","c","c","a"
"286","b","c","b","c","b","b","a","a","b","a","c","c","c","c","a","a","a","c","a"
"287","c","a","c","a","a","a","b","a","c","c","b","b","a","a","a","a","a","c","a"
"288","b","b","c","b","a","b","a","a","b","a","b","a","c","c","a","a","a","b","a"
"289","b","c","c","c","a","a","a","a","a","b","c","c","c","c","a","a","c","b","a"
"290","a","c","c","b","a","c","a","a","b","a","b","a","a","a","a","a","a","c","a"
"291","b","a","b","c","c","b","a","a","b","b","c","b","a","a","a","a","c","c","b"
"292","b","a","c","b","c","a","a","c","b","b","a","a","a","a","a","b","a","c","a"
"293","c","c","b","a","b","a","a","b","b","b","c","a","b","a","b","c","a","c","a"
"294","a","a","b","c","a","a","a","c","a","a","b","c","a","b","c","a","c","c","b"
"295","a","a","c","c","c","a","a","c","b","b","c","a","b","c","a","a","a","b","a"
"296","b","a","b","b","b","b","a","b","a","c","c","a","c","c","c","a","c","c","b"
"297","b","b","a","c","b","a","a","b","c","a","c","b","a","a","c","a","a","c","a"
"298","b","c","b","b","a","a","a","a","c","c","a","b","b","b","a","c","a","c","a"
"299","c","c","a","b","b","c","a","b","b","b","b","c","a","a","a","a","a","a","b"
"300","a","b","c","c","c","a","a","c","b","c","c","a","c","c","a","a","c","c","a"
"301","b","b","a","b","a","a","a","a","c","b","b","c","a","a","c","c","a","a","a"
"302","a","a","a","a","c","b","b","c","b","b","c","a","a","a","c","c","c","a","b"
"303","c","b","b","a","a","a","a","a","a","b","c","b","a","a","a","a","a","b","a"
"304","a","b","a","a","b","a","a","b","a","b","a","b","a","a","a","c","a","a","b"
"305","a","c","a","a","c","c","c","c","b","c","b","a","c","c","b","b","a","c","a"
"306","a","a","b","c","a","b","a","a","c","a","b","a","b","c","a","a","c","c","b"
"307","b","c","c","b","b","c","a","c","a","c","c","b","a","c","a","a","a","c","a"
"308","c","a","b","b","b","a","a","b","c","b","c","b","a","a","a","a","c","c","b"
"309","a","b","c","a","c","b","a","c","b","a","b","c","b","a","a","a","b","b","a"
"310","b","c","c","b","c","a","b","a","b","c","c","a","b","b","a","a","a","a","a"
"311","b","c","b","a","a","b","a","a","a","b","b","a","a","a","a","b","a","c","a"
"312","a","a","b","b","b","c","a","b","b","c","a","a","a","a","c","a","c","b","b"
"313","c","c","b","a","c","a","a","c","b","a","c","b","a","a","b","a","b","b","b"
"314","b","a","b","b","a","b","b","b","a","b","c","a","b","b","a","a","a","a","a"
"315","b","a","a","b","a","c","c","a","c","a","b","b","b","c","c","c","c","b","b"
"316","b","a","a","c","b","c","a","b","c","b","c","b","b","c","a","a","a","a","a"
"317","a","c","b","b","c","a","b","c","b","b","c","a","a","a","a","a","c","c","a"
"318","b","a","b","b","b","a","a","b","c","b","a","b","a","a","a","a","c","b","b"
"319","a","c","c","a","a","a","a","a","c","a","c","a","b","a","a","a","c","c","a"
"320","a","c","c","c","a","a","a","a","a","a","c","a","b","c","c","a","c","b","b"
"321","c","c","b","b","c","a","a","a","b","b","c","a","b","a","c","c","b","a","c"
"322","b","a","b","b","a","b","c","a","a","b","c","b","a","a","c","b","c","a","a"
"323","a","c","b","c","a","b","a","a","b","b","c","a","b","a","b","b","a","b","a"
"324","a","a","c","c","c","b","b","c","a","c","b","a","c","b","a","a","a","c","a"
"325","b","b","c","c","a","b","b","b","a","c","a","a","b","b","a","a","c","b","c"
"326","c","c","b","a","c","a","a","a","b","b","b","c","a","a","c","c","c","c","b"
"327","c","a","b","c","c","a","a","c","b","b","c","b","b","a","b","a","a","c","a"
"328","b","a","b","c","c","a","a","a","b","c","a","b","b","c","b","a","b","b","b"
"329","c","a","c","b","c","c","b","a","b","c","a","a","b","b","b","b","a","c","a"
"330","b","b","c","c","b","b","a","b","c","b","c","c","c","c","c","c","a","c","a"
"331","c","b","c","b","c","c","a","a","b","b","c","b","a","b","b","c","a","c","a"
