"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"72","b","a","b","c","c","a","a","c","b","b","c","a","b","c","a","b","a","c","a"
"73","a","a","c","a","a","a","b","b","a","b","c","c","c","c","a","a","c","b","b"
"74","b","a","a","b","c","b","a","a","b","b","c","a","c","c","a","a","a","a","a"
"75","b","a","b","b","b","c","a","b","b","c","c","a","b","a","c","a","c","c","b"
"76","a","b","c","a","a","a","a","a","a","b","c","a","b","a","b","c","b","b","b"
"77","a","c","a","b","a","b","a","a","c","b","c","a","c","c","c","c","a","a","c"
"78","b","b","b","b","b","a","b","a","b","b","a","c","c","a","a","a","c","c","a"
"79","b","c","a","b","a","b","b","b","b","b","b","b","a","a","a","c","a","a","a"
"80","b","a","b","c","c","b","a","c","b","b","c","a","c","c","a","a","b","b","c"
"81","b","b","c","b","a","c","a","a","b","c","b","c","a","a","a","a","b","b","a"
"82","a","a","a","c","b","a","b","c","b","b","b","a","c","c","a","b","a","a","a"
"83","c","c","c","a","a","c","a","b","c","a","c","b","b","a","a","a","b","c","c"
"84","c","c","b","a","b","b","b","c","c","b","b","c","c","c","c","a","c","c","a"
"85","b","b","b","b","a","c","a","a","a","b","c","c","a","a","a","a","a","c","a"
"86","b","b","a","b","a","a","c","b","a","c","b","c","a","a","b","b","a","a","a"
"87","b","b","b","b","c","a","c","a","b","b","a","c","c","c","a","a","a","a","a"
"88","b","b","a","b","c","b","b","a","c","a","b","a","a","a","b","c","a","c","a"
"89","b","b","b","c","a","b","a","a","c","b","c","b","b","c","a","a","a","b","b"
"90","a","b","c","c","a","a","a","a","a","b","c","b","a","a","c","c","c","c","a"
"91","a","c","c","c","b","b","a","a","c","a","c","a","b","c","c","c","c","c","a"
"92","b","c","c","b","a","b","a","a","a","b","c","c","b","a","a","a","c","a","a"
"93","b","b","c","b","b","a","c","a","c","b","c","c","c","b","c","c","c","b","a"
"94","b","a","b","a","c","a","a","a","b","b","c","c","c","b","b","b","a","c","a"
"95","a","b","b","a","a","a","a","a","a","c","a","a","b","b","a","a","c","a","a"
"96","b","a","b","a","a","a","c","a","b","c","b","c","c","b","a","b","c","c","b"
"97","b","b","a","a","a","b","a","a","b","b","c","a","b","a","c","b","a","a","a"
"98","c","b","c","b","c","c","a","c","b","b","c","a","b","a","c","c","c","b","a"
"99","b","c","b","b","c","b","a","c","b","b","c","c","c","c","a","b","a","c","a"
"100","b","b","c","b","c","c","a","c","b","b","b","c","a","a","b","b","a","c","a"
"101","b","b","c","c","a","b","a","a","b","b","c","b","a","a","c","a","a","c","a"
"102","a","a","c","c","a","a","a","a","c","b","b","c","a","a","b","b","b","b","c"
"103","c","a","c","a","c","a","a","c","b","b","c","a","b","b","a","c","a","a","a"
"104","b","b","a","b","a","a","b","a","b","c","c","c","c","b","a","a","c","b","a"
"105","b","c","c","b","c","c","a","a","b","c","b","c","a","a","c","a","c","c","a"
"106","b","a","b","c","a","b","a","a","c","c","b","c","b","b","a","a","c","b","c"
"107","b","b","b","c","a","c","a","a","c","b","c","a","b","c","a","b","a","c","c"
"108","b","a","a","c","b","b","a","b","b","b","b","b","a","a","a","a","a","a","a"
"109","b","a","b","b","c","b","a","c","b","a","c","b","b","a","c","a","a","c","a"
"110","b","b","b","b","c","b","a","c","b","b","c","b","a","a","a","a","a","b","a"
"111","b","b","c","b","a","a","a","a","c","b","c","c","b","a","c","a","a","c","a"
"112","a","b","b","c","a","c","a","a","c","c","b","c","a","a","a","a","c","c","a"
"113","b","a","b","c","c","b","a","b","b","b","b","c","a","a","c","a","b","a","b"
"114","b","b","c","b","b","b","a","c","b","b","c","b","b","a","a","a","a","a","a"
"115","b","c","c","b","a","a","a","a","c","c","a","b","a","a","c","c","c","c","a"
"116","a","c","c","c","c","b","a","c","b","b","c","a","b","a","b","a","a","a","a"
"117","b","c","c","b","a","b","a","a","a","c","c","c","b","b","b","c","b","a","b"
"118","b","b","a","b","a","c","a","a","c","b","b","c","a","a","a","c","a","a","a"
"119","b","b","b","b","c","a","c","b","b","b","c","a","b","a","c","a","c","c","a"
"120","b","b","c","b","c","a","a","c","b","b","c","c","b","a","a","a","b","b","a"
"121","c","b","b","a","c","c","a","c","b","b","c","a","b","a","a","a","a","c","a"
"122","a","b","a","b","a","c","b","c","c","a","a","a","c","c","a","a","c","c","a"
"123","c","a","c","a","a","b","b","b","b","a","b","c","a","c","a","a","a","c","a"
"124","b","b","a","b","b","c","a","a","b","b","c","b","a","a","a","c","b","b","b"
"125","a","c","c","c","a","c","b","a","b","c","a","c","c","a","a","c","a","c","c"
"126","a","c","c","b","a","c","a","a","c","c","b","b","a","a","c","c","c","b","a"
"127","b","b","b","b","a","c","a","a","b","b","c","a","b","a","c","c","b","c","a"
"128","c","a","b","b","a","c","a","a","b","c","c","a","b","b","c","a","b","c","c"
"129","a","b","c","b","c","b","a","c","b","b","c","b","b","a","a","a","b","b","c"
"130","b","b","b","b","b","b","a","b","c","b","c","b","a","b","a","c","b","b","a"
"131","b","a","b","c","c","c","b","a","a","b","c","a","b","c","c","a","c","c","b"
"132","b","b","c","b","b","b","b","c","b","b","b","c","a","a","c","a","b","b","c"
"133","a","b","b","b","a","c","a","a","b","a","c","c","b","c","a","a","a","b","a"
"134","b","b","b","c","b","b","a","b","b","c","b","c","a","a","a","a","a","c","a"
"135","b","b","a","a","a","b","a","a","b","c","a","b","b","b","a","a","c","b","c"
"136","a","b","c","c","b","c","a","b","b","b","b","c","a","a","a","a","c","a","c"
"137","b","c","c","b","a","b","a","a","a","b","c","b","a","a","a","a","c","c","a"
"138","b","c","b","b","a","a","c","a","a","b","c","c","c","b","c","c","b","a","c"
"139","c","b","b","b","a","b","a","a","c","a","b","c","a","a","b","b","c","c","a"
"140","b","b","c","b","c","c","b","c","b","a","c","b","a","b","a","a","a","b","a"
"141","a","b","a","b","c","b","a","c","a","b","c","a","b","c","a","a","a","a","a"
"142","a","b","a","a","c","b","b","a","a","c","c","a","a","c","c","c","c","c","a"
"143","c","b","a","a","c","b","a","c","b","b","c","b","a","b","a","b","a","a","a"
"144","b","c","c","a","b","a","a","a","c","b","c","c","c","c","c","c","b","a","c"
"145","c","c","c","b","a","c","a","a","a","a","b","c","b","a","a","a","a","c","a"
"146","b","b","a","b","a","a","a","a","b","a","b","c","b","c","a","a","a","c","b"
"147","a","b","a","c","c","b","b","a","b","b","c","c","c","c","a","a","a","a","c"
"148","b","b","c","b","a","c","b","a","c","c","b","c","c","c","b","c","b","a","a"
"149","c","b","b","a","c","a","a","a","b","b","a","b","c","c","c","c","b","b","c"
"150","b","b","a","b","b","c","a","b","b","b","b","c","a","a","a","c","a","a","b"
"151","a","c","c","a","c","a","a","a","c","b","c","a","c","c","a","b","a","a","c"
"152","b","b","c","b","a","a","a","a","a","c","b","c","a","a","c","c","a","c","a"
"153","a","b","a","b","a","c","a","a","a","b","a","a","a","a","a","a","a","a","a"
"154","c","c","b","a","a","b","a","a","c","b","c","a","b","c","a","a","c","c","a"
"155","b","a","b","a","a","b","a","a","c","c","b","c","c","c","b","c","a","c","a"
"156","b","a","b","b","a","b","c","c","b","b","c","c","b","a","a","c","a","c","c"
"157","b","a","b","c","a","b","a","b","a","a","b","a","b","c","a","a","c","b","c"
"158","b","a","b","c","b","b","a","b","a","c","b","c","a","a","a","a","a","c","a"
"159","c","b","b","a","c","a","b","a","b","b","c","a","c","b","b","b","b","b","a"
"160","a","b","b","b","c","c","c","a","a","c","c","b","c","b","b","c","b","b","c"
"161","b","a","a","b","c","b","b","a","b","b","c","b","a","a","a","b","a","a","a"
"162","c","a","b","a","b","a","a","a","a","c","b","c","a","a","a","a","c","c","b"
"163","b","b","c","b","c","c","a","b","b","b","c","a","a","a","c","c","c","c","a"
"164","c","a","c","a","a","c","b","b","c","b","c","b","a","a","a","a","c","c","c"
"165","c","b","c","a","c","a","a","a","b","a","b","a","c","c","c","a","b","a","a"
"166","b","c","c","b","a","c","a","a","b","b","c","c","a","b","a","a","c","b","a"
"167","b","c","c","b","c","a","b","a","c","b","c","b","b","a","c","a","b","a","c"
"168","b","b","a","b","c","c","a","c","b","b","a","b","c","c","a","a","a","a","a"
"169","a","b","b","c","b","b","a","a","c","a","c","a","b","c","a","a","a","a","a"
"170","c","c","c","a","c","a","b","a","b","b","c","a","b","a","c","a","b","c","c"
"171","c","b","c","b","a","b","a","a","b","c","c","b","b","c","c","c","c","c","c"
"172","c","c","b","b","c","c","b","a","b","c","a","b","a","a","a","b","a","a","a"
"173","c","a","c","b","c","b","b","a","b","c","b","c","c","c","b","b","a","c","a"
"174","b","b","a","b","a","c","a","a","c","b","b","c","a","a","c","c","c","a","c"
"175","c","b","c","a","a","c","a","a","b","b","c","b","a","a","b","a","a","b","a"
"176","c","b","b","b","b","c","a","b","b","c","a","b","c","b","b","a","b","b","c"
"177","b","c","b","b","c","a","a","c","b","b","c","a","c","c","a","a","a","c","a"
"178","c","c","b","b","a","c","a","a","b","b","c","c","b","a","a","a","c","b","a"
"179","b","b","a","c","b","b","a","a","c","b","c","c","b","a","a","a","a","a","a"
"180","c","c","c","b","b","a","a","a","a","c","c","a","b","b","a","a","a","c","a"
"181","a","c","c","a","a","b","a","a","c","b","c","c","c","c","a","a","a","a","a"
"182","a","a","c","b","a","b","a","a","b","b","c","a","b","a","c","c","c","c","b"
"183","b","b","c","b","c","a","b","a","b","b","b","c","a","a","c","c","c","c","c"
"184","c","a","b","b","b","b","a","a","c","b","c","a","b","a","b","b","a","a","b"
"185","b","c","b","b","a","b","a","c","a","c","b","a","b","b","a","a","a","b","a"
"186","b","b","a","b","a","c","a","a","b","c","a","b","a","c","a","b","b","b","a"
"187","b","a","a","b","b","b","a","a","b","b","c","c","b","a","b","b","a","a","a"
"188","a","c","c","b","c","b","b","a","a","b","c","c","c","b","c","a","c","c","a"
"189","b","c","b","a","a","b","a","a","b","a","b","a","c","c","a","a","c","c","a"
"190","a","c","c","b","c","a","a","c","a","a","c","a","a","a","c","c","b","b","b"
"191","b","c","b","c","b","a","a","a","c","a","b","c","c","c","c","a","c","c","a"
"192","a","a","a","c","c","b","b","a","b","b","c","a","b","a","c","b","c","a","b"
"193","c","b","c","b","a","c","b","b","c","b","c","c","c","c","c","a","c","c","a"
"194","b","c","a","b","c","b","b","a","c","b","b","c","a","a","a","b","c","a","a"
"195","b","b","a","b","a","c","a","a","a","b","c","c","b","a","c","c","a","a","c"
"196","a","c","c","b","c","c","a","a","b","c","a","a","b","c","a","a","c","a","a"
"197","b","b","b","b","a","c","a","a","b","b","a","b","a","a","a","a","a","a","a"
"198","b","a","b","c","b","b","a","a","a","a","b","c","c","c","a","a","a","c","a"
"199","b","c","c","c","a","b","b","b","b","b","b","a","b","c","a","c","b","b","b"
"200","a","a","a","a","b","a","a","b","a","b","a","b","a","a","b","a","a","a","b"
"201","b","c","b","c","b","b","a","b","c","b","c","c","a","a","a","c","a","a","a"
"202","b","c","c","b","a","b","a","a","c","b","b","c","a","a","a","a","a","c","c"
"203","b","c","b","b","c","c","a","a","b","c","c","a","b","c","a","a","a","c","a"
"204","b","a","b","b","a","a","a","a","b","b","c","a","b","a","a","a","a","c","a"
"205","a","a","a","a","c","a","b","a","c","b","b","b","a","a","a","c","c","a","b"
"206","c","b","c","b","c","a","b","a","a","a","c","b","a","a","a","a","b","b","a"
"207","b","a","a","b","a","c","a","a","a","b","b","c","b","a","a","a","a","c","a"
"208","c","b","b","a","c","b","a","b","b","c","b","c","b","c","a","c","a","c","a"
"209","c","c","c","a","a","a","a","a","a","c","b","a","a","a","a","a","a","b","c"
"210","c","c","c","a","c","a","a","a","b","a","b","c","c","c","a","c","a","c","a"
"211","a","b","b","a","b","c","a","c","c","c","b","c","c","a","c","c","c","c","b"
"212","a","b","c","b","a","a","b","b","a","b","c","c","c","c","a","a","a","c","b"
"213","a","b","b","b","c","c","b","a","b","b","c","b","a","a","c","a","c","c","b"
"214","b","a","a","b","a","a","c","a","a","b","c","a","b","c","c","c","b","a","c"
"215","c","a","b","b","a","c","a","a","b","b","c","c","c","c","b","c","a","c","a"
"216","b","c","b","b","c","c","b","a","c","b","c","a","b","a","a","b","c","c","a"
"217","b","c","a","c","b","a","b","b","b","c","a","b","a","a","a","c","a","a","c"
"218","a","a","b","b","a","c","a","a","a","b","c","c","c","a","a","a","c","c","c"
"219","b","c","b","b","a","a","a","a","b","b","a","b","a","a","a","a","a","c","a"
"220","c","a","b","a","b","a","a","c","a","a","c","c","a","c","a","a","a","c","a"
"221","b","c","b","b","c","a","a","b","b","b","a","b","a","a","c","a","c","b","a"
"222","b","a","b","b","b","a","a","b","c","c","a","b","a","a","a","a","c","c","b"
"223","b","b","c","b","b","c","a","b","b","b","c","b","a","a","a","b","a","a","a"
"224","a","c","a","b","a","a","a","a","a","b","c","c","c","c","b","b","a","a","c"
"225","a","a","b","a","b","a","a","c","b","b","b","b","a","a","b","a","b","a","c"
"226","c","c","c","a","c","b","c","a","b","b","c","a","c","c","a","c","c","b","a"
"227","a","b","b","c","b","b","a","b","c","b","c","b","a","a","a","b","a","c","a"
"228","c","b","c","b","a","b","a","a","a","b","c","a","b","a","c","c","c","c","a"
"229","c","a","b","a","a","b","a","a","b","b","b","c","a","a","a","b","c","c","b"
"230","c","b","b","b","c","a","a","c","c","c","a","b","a","c","b","b","b","b","a"
"231","b","b","c","b","a","c","a","a","c","b","c","a","b","c","a","a","a","c","a"
"232","c","b","c","a","b","a","a","b","b","b","c","c","c","c","a","a","b","b","a"
"233","c","c","c","b","a","a","c","a","b","b","c","b","a","a","c","a","a","a","b"
"234","b","b","b","c","c","a","a","c","b","b","c","c","b","c","b","b","a","c","a"
"235","b","c","b","b","a","c","a","a","b","b","a","b","c","c","b","a","b","c","b"
"236","a","a","b","b","c","a","a","c","c","b","c","a","b","c","a","a","a","c","a"
"237","c","b","c","b","a","b","b","a","a","b","c","b","a","a","a","a","c","b","b"
"238","c","c","c","a","c","c","b","a","c","a","a","b","b","b","c","a","c","b","a"
"239","c","b","b","a","a","c","a","a","b","b","c","a","b","c","a","a","c","c","a"
"240","b","b","b","c","c","c","a","a","b","b","c","b","a","a","b","b","b","b","c"
"241","a","c","a","b","c","b","a","c","c","b","c","c","b","c","b","b","a","a","a"
"242","b","b","b","c","c","b","b","a","b","b","c","b","a","a","c","c","c","c","b"
"243","a","b","a","b","b","a","a","b","b","b","c","c","a","b","a","a","a","a","a"
"244","a","c","b","a","c","a","c","c","b","b","c","c","c","c","a","a","c","c","a"
"245","b","b","c","b","c","a","a","c","b","b","a","b","a","b","c","a","c","b","a"
"246","a","c","b","b","b","c","a","b","c","b","b","b","b","a","b","a","a","c","a"
"247","b","b","c","b","b","b","a","b","c","c","a","c","c","c","c","c","b","b","c"
"248","c","b","b","b","b","c","a","b","b","b","c","b","a","a","c","a","c","c","b"
"249","c","b","c","b","a","a","a","a","a","b","c","b","a","a","c","c","c","c","a"
"250","a","c","b","b","c","b","c","c","b","b","c","c","a","a","b","b","a","c","a"
"251","c","b","c","b","b","a","b","b","c","b","b","c","a","a","b","c","b","b","a"
"252","b","c","c","b","a","c","b","b","b","b","c","b","a","a","b","c","a","a","a"
"253","c","c","c","b","b","c","c","a","c","b","c","a","a","a","c","a","a","b","c"
"254","a","b","a","b","b","b","a","a","c","b","b","c","a","a","b","a","a","a","a"
"255","a","b","a","a","a","a","a","a","b","b","c","c","b","a","a","a","a","a","a"
"256","b","c","b","b","c","b","a","c","b","c","a","b","a","b","c","c","a","a","a"
"257","b","c","c","b","c","c","b","c","a","b","c","c","c","c","a","a","c","c","a"
"258","b","a","c","b","a","b","a","a","a","b","c","b","a","a","c","a","a","b","a"
"259","c","c","a","b","a","c","a","a","a","b","c","a","c","c","a","a","a","a","a"
"260","a","b","a","a","c","a","b","a","b","b","c","a","b","a","c","a","a","a","a"
"261","a","c","a","c","c","a","a","c","b","b","c","a","c","c","a","a","a","a","a"
"262","a","c","c","a","b","a","a","a","b","a","a","b","a","a","c","a","c","a","a"
"263","c","b","b","b","b","a","a","a","b","a","c","a","b","c","a","a","a","b","a"
"264","c","b","c","a","c","a","a","c","c","b","b","c","c","a","a","a","c","c","a"
"265","c","c","c","b","a","a","a","a","a","b","c","a","c","b","b","a","b","b","b"
"266","b","b","b","c","a","a","a","a","c","c","b","b","a","a","c","c","c","c","a"
"267","c","b","c","b","c","c","a","c","b","c","b","c","a","a","a","a","c","b","a"
"268","b","b","b","c","a","a","b","a","c","b","c","c","b","c","a","a","a","c","a"
"269","a","b","a","a","c","a","a","a","a","a","c","b","b","c","c","a","c","c","a"
"270","c","b","a","b","b","b","a","c","c","b","c","b","a","a","c","a","a","a","a"
"271","c","c","c","a","a","a","a","a","a","b","c","c","a","a","a","a","a","c","a"
"272","a","b","a","b","c","b","a","b","b","b","c","c","c","c","c","c","c","a","a"
"273","c","a","b","a","b","a","a","b","b","b","c","b","a","a","c","c","c","c","b"
"274","b","a","c","c","c","b","a","c","b","b","b","c","b","a","a","b","a","a","a"
"275","a","b","c","c","c","a","a","c","c","a","a","a","b","c","b","a","a","c","a"
"276","b","b","b","b","b","b","a","b","c","a","c","b","a","c","a","a","a","c","a"
"277","a","b","a","b","c","c","b","a","b","a","c","b","b","c","b","c","a","b","a"
"278","c","c","b","a","c","a","a","c","b","b","c","a","b","a","a","a","a","a","a"
"279","a","c","a","c","a","b","a","a","c","b","c","c","c","c","a","a","a","a","c"
"280","b","b","a","c","c","b","a","c","b","b","c","a","b","a","a","a","c","a","c"
"281","b","c","a","b","a","c","a","a","a","c","b","c","a","a","c","a","c","b","a"
"282","b","a","a","b","a","c","a","a","b","b","c","a","c","b","b","b","a","a","a"
"283","a","c","a","a","b","a","a","b","a","a","c","c","a","a","a","a","a","a","a"
"284","b","b","a","c","b","a","a","b","a","c","c","b","a","c","b","b","c","c","a"
"285","b","c","c","b","b","c","a","b","a","c","b","c","a","a","b","b","a","c","b"
"286","a","b","c","c","b","a","b","a","b","c","a","b","a","a","b","b","b","b","c"
"287","a","a","c","c","a","b","a","a","b","c","c","a","a","b","a","a","a","c","a"
"288","c","a","b","b","a","c","a","a","b","b","c","c","b","a","b","b","c","c","b"
"289","c","c","b","b","b","b","c","a","a","a","c","c","b","a","c","a","c","c","a"
"290","a","a","c","b","b","b","a","a","b","a","b","a","c","b","a","a","c","c","b"
"291","c","b","c","b","c","a","a","a","b","b","c","a","b","b","c","c","b","b","c"
"292","b","c","a","b","b","c","a","b","b","b","c","b","a","a","c","a","b","a","c"
"293","b","b","a","a","c","a","b","a","b","c","c","b","b","b","b","c","b","b","a"
"294","b","b","c","b","b","c","a","a","b","c","b","c","a","b","c","a","a","c","b"
"295","b","a","b","a","a","a","a","a","a","c","a","b","a","a","b","b","b","a","a"
"296","c","b","c","a","c","b","b","a","b","b","b","a","c","c","c","c","b","a","a"
"297","c","c","b","c","a","a","a","a","b","b","a","a","b","a","b","b","b","b","c"
"298","a","b","a","c","c","c","a","c","b","b","b","c","a","a","a","a","c","a","a"
"299","b","a","a","b","a","c","b","b","c","b","c","a","b","c","a","a","a","b","a"
"300","a","b","b","b","b","a","a","b","c","c","a","a","b","b","c","c","b","a","a"
"301","c","b","c","b","a","c","a","a","a","b","c","a","c","c","b","c","b","b","c"
"302","a","b","c","b","a","c","a","a","b","b","c","c","a","a","c","c","c","b","a"
"303","a","c","c","c","c","b","a","c","b","c","c","c","b","b","a","a","a","b","a"
"304","b","c","a","c","a","b","a","a","a","c","b","a","c","b","b","a","b","a","b"
"305","b","c","b","b","a","c","a","a","a","b","b","c","c","c","a","c","c","c","a"
"306","a","b","c","c","a","b","a","a","c","b","c","b","a","a","a","a","c","b","a"
"307","c","a","b","a","c","c","b","a","b","a","b","c","c","c","a","a","c","c","b"
"308","a","c","c","c","c","a","a","c","b","b","c","b","a","a","c","c","c","c","a"
"309","c","b","c","a","b","a","a","b","c","b","c","a","b","c","b","a","a","c","a"
"310","b","a","b","c","c","b","a","c","b","c","b","c","b","c","a","a","a","c","c"
"311","a","b","a","a","b","a","a","a","c","b","c","a","b","a","a","c","a","c","a"
"312","c","c","c","b","a","c","a","a","c","b","c","b","b","c","a","c","c","b","a"
"313","a","b","c","b","b","c","a","b","c","a","c","a","c","c","b","b","b","b","c"
"314","b","b","a","c","c","b","a","c","a","b","c","c","b","c","a","a","a","a","a"
"315","b","b","b","b","b","a","a","b","c","b","c","b","a","b","a","b","a","c","b"
"316","b","c","c","c","c","c","b","a","b","a","b","c","b","c","a","a","a","b","b"
"317","a","b","b","b","c","c","b","a","b","a","c","c","c","c","a","a","c","c","a"
"318","a","a","b","b","a","c","a","a","b","a","a","a","b","c","a","a","c","c","b"
"319","b","b","a","c","c","a","a","c","b","b","c","b","a","a","b","c","b","a","a"
"320","c","b","c","a","a","a","b","b","a","c","a","b","a","a","a","a","c","b","a"
"321","b","c","a","b","a","a","a","a","b","a","c","b","a","a","c","a","b","b","b"
"322","c","b","b","a","b","a","b","c","b","c","b","c","c","c","a","a","a","c","a"
"323","b","c","c","b","c","a","a","c","b","b","c","a","b","a","a","b","b","b","c"
"324","a","a","b","b","b","c","c","a","c","b","c","b","a","a","a","b","a","b","a"
"325","b","a","a","b","a","b","a","a","c","b","b","c","a","a","a","c","b","b","a"
"326","b","c","b","c","b","b","a","b","c","a","c","a","b","b","a","a","c","c","a"
"327","c","a","b","a","a","a","a","a","a","c","b","a","b","b","c","c","c","b","b"
"328","a","b","c","b","a","c","a","b","c","b","c","c","b","c","a","b","b","b","c"
"329","c","a","a","a","b","a","b","a","b","b","c","c","b","c","b","b","b","c","c"
"330","c","b","c","a","c","b","a","a","b","a","c","b","a","a","a","a","c","c","b"
"331","c","a","a","b","a","b","a","a","c","c","b","c","a","a","b","b","b","b","b"
