"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"120","b","b","b","a","a","c","b","b","a","b","c","a","b","a","a","a","a","a","a"
"121","a","a","a","b","c","c","a","c","b","b","a","c","b","c","b","a","b","a","c"
"122","c","a","a","b","c","a","c","c","b","b","c","c","b","c","a","a","a","a","b"
"123","a","a","a","a","c","b","a","c","b","b","c","b","a","a","a","c","a","a","a"
"124","b","a","c","b","a","c","a","a","b","b","c","b","a","a","a","a","a","a","a"
"125","a","c","b","a","b","c","a","b","b","b","b","c","a","a","c","c","c","c","a"
"126","a","a","a","c","a","b","a","a","a","b","c","a","b","a","a","b","a","a","a"
"127","c","a","c","a","a","a","a","a","b","a","b","c","a","a","a","a","c","c","b"
"128","b","a","c","b","c","c","b","a","b","a","c","c","a","c","a","b","a","c","c"
"129","b","a","a","b","c","c","b","a","b","b","c","a","b","a","a","a","b","a","c"
"130","a","a","a","b","c","a","a","a","b","b","c","c","c","b","a","a","a","a","a"
"131","a","a","c","c","c","c","b","a","b","b","c","b","a","a","a","a","c","b","b"
"132","c","a","b","b","b","c","b","a","b","b","b","c","a","a","b","a","c","c","c"
"133","c","c","c","b","a","c","a","a","b","b","c","c","b","c","a","b","a","c","a"
"134","a","c","c","b","c","b","b","a","b","c","a","b","a","c","c","a","c","c","a"
"135","a","a","a","c","a","b","a","a","b","b","c","a","b","a","a","a","b","a","b"
"136","b","b","a","b","c","a","a","a","b","b","b","c","a","a","c","c","c","a","a"
"137","a","c","b","b","c","c","c","a","a","b","c","b","a","a","a","a","c","c","a"
"138","a","a","a","b","b","c","a","b","a","b","c","a","b","a","b","b","b","a","c"
"139","b","a","c","c","c","b","c","c","b","b","c","c","c","b","a","a","c","a","b"
"140","c","a","a","b","c","b","b","a","a","b","b","a","a","a","a","a","a","a","a"
"141","c","c","c","a","c","a","b","a","b","b","c","a","b","c","b","b","b","b","c"
"142","b","c","a","c","a","a","a","a","b","b","c","a","b","c","b","b","a","a","b"
"143","a","a","a","b","a","a","a","a","b","c","b","c","b","b","c","a","b","b","c"
"144","b","c","c","b","a","c","a","b","a","b","c","a","c","b","c","c","c","c","b"
"145","b","a","c","b","c","b","a","b","b","b","c","a","b","a","a","a","a","c","a"
"146","b","a","b","b","c","a","a","a","a","b","c","c","b","a","a","a","a","c","c"
"147","b","c","b","b","a","b","a","a","c","b","c","b","a","a","a","a","a","c","b"
"148","c","a","c","c","c","b","a","a","b","c","a","b","a","a","c","c","c","c","b"
"149","b","a","a","b","b","b","a","b","c","b","c","a","b","c","a","b","a","a","a"
"150","a","b","a","c","a","b","a","a","c","b","b","a","c","c","a","a","a","a","b"
"151","b","a","b","c","a","a","a","a","b","c","a","b","b","b","a","a","a","c","a"
"152","b","b","b","b","a","c","a","a","a","b","c","c","b","c","a","c","c","b","a"
"153","b","a","c","c","a","b","a","a","a","b","c","c","b","a","b","b","b","b","b"
"154","b","a","a","b","a","c","a","a","b","b","c","a","b","c","a","c","a","a","a"
"155","c","b","b","b","c","c","a","c","b","b","c","b","a","a","b","b","b","b","a"
"156","b","b","c","b","b","c","a","a","c","b","c","c","a","a","a","a","c","c","c"
"157","a","a","a","b","b","b","b","c","a","b","a","c","c","c","a","a","a","a","a"
"158","c","c","c","b","a","b","a","a","c","a","c","c","b","c","a","a","a","c","a"
"159","b","a","c","b","c","c","b","a","b","b","c","a","b","c","b","c","a","a","a"
"160","c","a","b","a","c","b","b","a","b","b","b","c","c","c","c","c","c","b","c"
"161","a","a","c","c","c","c","b","a","b","b","c","a","a","a","a","a","a","b","a"
"162","c","a","b","b","a","c","a","a","a","c","a","b","a","a","c","a","b","b","a"
"163","a","c","b","b","b","c","b","c","c","c","b","c","a","a","a","a","a","a","b"
"164","a","b","b","c","b","b","a","b","c","c","c","c","c","c","a","a","a","a","a"
"165","b","a","a","b","a","b","a","a","a","b","c","b","b","b","a","c","a","a","a"
"166","a","b","c","c","a","a","a","a","a","a","c","b","c","c","a","a","c","c","c"
"167","c","c","c","a","b","a","a","a","c","c","c","b","a","a","a","a","c","c","a"
"168","a","a","a","b","a","a","a","a","c","b","c","b","a","a","a","a","b","a","c"
"169","b","a","a","c","c","b","a","c","b","b","a","b","a","a","c","a","c","a","b"
"170","b","a","a","c","a","a","a","a","b","c","b","c","a","a","c","c","c","b","b"
"171","b","c","c","b","a","b","a","a","a","c","c","c","c","c","a","a","b","c","c"
"172","b","a","a","b","b","c","a","a","b","b","b","c","a","a","c","c","a","c","a"
"173","b","a","c","b","c","b","b","a","b","c","b","c","c","c","a","a","c","c","b"
"174","a","a","a","c","a","b","b","b","b","b","c","a","b","a","a","c","c","a","b"
"175","a","c","a","a","c","a","b","a","b","b","c","a","b","a","a","a","a","a","a"
"176","c","c","a","b","c","c","a","c","b","b","b","c","a","a","a","b","a","a","b"
"177","b","a","c","a","a","a","a","a","c","b","c","a","b","a","a","a","b","b","c"
"178","b","a","a","c","a","a","a","a","b","b","a","b","b","a","a","a","a","a","a"
"179","a","a","c","c","b","b","a","a","b","c","a","c","c","b","a","b","a","c","a"
"180","c","c","b","a","b","a","a","b","c","c","c","b","a","a","a","a","a","a","a"
"181","a","a","a","b","b","c","a","b","c","b","c","b","a","a","a","c","a","a","b"
"182","c","c","b","b","a","c","b","b","c","c","a","b","a","a","a","a","a","c","a"
"183","b","c","c","c","a","c","a","a","a","c","c","a","b","c","c","c","c","c","a"
"184","a","a","a","a","b","a","b","a","c","b","c","b","a","a","b","c","a","a","a"
"185","b","c","b","b","c","c","b","a","c","b","c","a","b","c","a","a","a","c","a"
"186","a","a","a","a","a","a","a","a","a","b","c","b","a","b","b","b","b","b","c"
"187","a","b","a","c","b","a","a","b","b","b","c","a","b","a","a","a","a","a","a"
"188","c","c","b","b","b","a","a","a","c","b","c","b","a","b","a","c","c","c","a"
"189","b","c","b","c","a","a","a","c","b","a","b","c","a","a","a","a","a","c","a"
"190","a","b","a","b","b","b","a","b","c","b","c","b","a","a","a","a","a","a","a"
"191","c","a","a","a","a","c","a","a","b","b","c","a","b","a","a","c","a","a","a"
"192","a","a","a","a","c","a","a","a","a","b","c","c","b","a","b","c","b","a","c"
"193","a","c","b","b","b","b","b","a","a","b","c","b","c","c","c","a","a","c","a"
"194","c","a","c","c","c","b","b","a","b","b","c","a","b","a","b","a","a","a","a"
"195","b","c","b","c","b","b","a","b","c","b","c","b","b","c","a","c","b","c","b"
"196","a","c","c","c","b","a","a","b","c","b","c","b","a","a","a","a","c","b","a"
"197","b","c","b","c","a","a","a","a","b","b","c","a","b","a","a","b","a","c","b"
"198","a","c","b","a","a","a","a","b","c","b","b","c","a","a","a","b","a","c","a"
"199","b","b","c","b","a","b","a","a","c","b","c","c","b","c","c","a","c","b","a"
"200","a","c","b","b","a","c","a","a","c","b","c","a","c","c","a","a","c","c","a"
"201","b","c","c","c","a","b","a","a","b","b","b","c","a","a","a","b","c","b","a"
"202","a","a","a","a","a","a","b","a","c","b","c","c","a","a","a","c","a","a","a"
"203","a","a","c","a","b","b","a","b","c","b","c","a","a","a","c","c","b","b","c"
"204","b","a","a","b","b","c","b","b","b","b","c","c","a","a","a","a","a","a","a"
"205","a","c","c","b","a","c","b","b","c","b","c","b","a","a","b","a","b","a","b"
"206","b","a","a","a","b","c","a","b","b","b","c","a","b","c","a","a","a","a","a"
"207","b","c","c","c","a","a","a","a","b","b","b","c","b","a","a","c","a","b","a"
"208","b","b","b","c","a","b","a","a","b","c","b","c","a","a","b","b","c","c","a"
"209","b","a","b","c","b","b","a","b","a","b","c","a","b","c","a","a","c","c","b"
"210","a","a","a","a","a","b","b","b","b","b","c","a","b","a","a","a","a","a","c"
"211","a","c","a","b","a","c","a","a","a","b","c","c","b","a","c","a","a","c","a"
"212","b","b","b","c","a","b","a","a","b","c","c","b","a","a","a","b","a","c","a"
"213","a","a","a","a","c","a","a","c","b","c","a","b","a","a","b","b","b","b","a"
"214","c","a","b","a","b","a","a","b","b","b","c","c","c","c","c","a","c","c","a"
"215","b","b","c","c","c","a","b","a","c","c","a","a","a","c","c","c","c","c","b"
"216","b","b","b","b","c","c","a","a","b","b","c","a","b","a","b","c","b","c","c"
"217","c","a","b","c","a","a","a","a","b","b","a","b","b","c","a","a","a","c","b"
"218","b","c","b","b","b","b","a","c","c","b","a","b","a","a","a","a","a","a","a"
"219","a","b","c","c","a","a","a","a","c","a","b","c","a","a","c","c","c","b","a"
"220","a","b","a","c","a","b","a","b","b","b","c","b","c","c","b","c","a","a","a"
"221","a","a","c","c","c","b","b","a","b","b","c","c","b","c","b","c","b","b","a"
"222","b","c","c","c","b","b","a","a","c","b","c","a","c","c","b","b","b","b","b"
"223","a","a","a","a","a","a","a","a","c","b","c","c","c","c","a","a","a","a","c"
"224","b","a","a","b","c","c","a","c","a","b","c","b","a","a","a","a","b","a","c"
"225","b","c","b","c","a","c","a","a","b","b","c","a","b","a","c","c","c","c","a"
"226","b","c","a","a","c","c","a","c","a","b","a","c","c","c","a","a","a","a","a"
"227","a","a","b","a","a","c","a","a","a","a","c","b","a","a","a","c","a","c","a"
"228","c","a","a","b","a","a","a","a","c","b","a","b","b","a","a","b","a","a","b"
"229","a","c","b","b","a","b","a","a","a","a","c","b","a","a","a","c","a","c","a"
"230","a","a","a","a","a","a","a","a","b","a","b","c","c","c","a","b","a","b","a"
"231","a","b","c","c","a","a","b","a","b","b","c","a","b","c","a","a","b","b","a"
"232","a","a","b","b","a","c","a","a","b","a","a","b","a","c","a","a","a","c","a"
"233","a","b","a","b","a","c","a","a","a","b","c","c","c","c","c","a","b","a","a"
"234","a","c","a","b","c","b","b","a","b","a","b","a","a","a","c","c","a","c","a"
"235","a","b","c","b","c","c","b","b","b","b","c","c","a","a","c","a","a","a","a"
"236","b","a","a","b","b","c","a","b","c","b","c","b","a","a","a","b","a","a","b"
"237","c","a","c","b","a","a","a","a","a","b","c","a","b","c","c","a","a","c","a"
"238","c","a","c","a","a","c","b","c","a","b","c","a","b","a","a","a","a","c","a"
"239","a","a","a","c","b","b","a","b","b","a","b","c","a","a","a","a","a","b","a"
"240","c","a","b","a","b","c","c","a","a","b","b","c","c","c","a","b","a","c","a"
"241","a","a","c","b","a","c","a","a","c","a","b","c","a","a","c","c","a","a","a"
"242","c","b","c","a","c","a","a","b","b","b","c","b","a","a","a","b","a","c","a"
"243","b","a","a","b","c","c","b","a","b","b","c","b","a","a","a","a","a","a","a"
"244","a","a","c","c","b","c","a","b","a","c","b","c","a","a","c","a","c","c","b"
"245","b","c","c","b","a","c","a","a","c","c","a","b","a","a","b","c","b","b","a"
"246","b","c","c","c","a","b","a","c","b","a","a","b","a","a","c","c","c","b","a"
"247","a","b","a","c","c","b","a","c","b","b","c","a","b","a","c","a","b","a","a"
"248","b","a","a","b","b","c","a","b","b","a","b","c","a","a","c","a","c","c","c"
"249","b","b","c","c","a","b","a","a","b","b","c","a","a","a","c","c","a","b","a"
"250","b","c","a","b","a","b","a","a","b","b","c","b","c","c","a","b","a","b","a"
"251","a","c","a","c","b","b","b","c","b","b","c","b","a","a","c","c","c","c","a"
"252","b","a","c","b","b","a","a","b","b","b","c","b","a","a","c","b","a","a","a"
"253","c","b","b","c","b","b","a","b","c","a","a","b","a","b","a","a","b","b","a"
"254","c","a","b","a","c","a","b","a","c","c","c","a","b","c","a","a","a","b","a"
"255","c","a","b","b","c","c","a","a","b","c","b","c","c","c","c","c","c","c","b"
"256","a","a","c","c","c","b","a","c","b","b","b","c","c","a","c","b","a","c","a"
"257","a","b","a","b","a","c","a","a","c","b","c","b","a","a","a","a","a","a","a"
"258","a","b","a","a","a","a","a","b","c","b","a","a","c","a","a","a","c","c","a"
"259","a","c","a","b","a","c","a","a","a","c","b","c","a","a","a","a","a","a","b"
"260","a","a","a","c","b","a","b","c","b","b","c","a","b","c","c","c","c","c","b"
"261","a","a","a","c","a","b","a","c","b","a","a","b","c","b","a","a","c","c","b"
"262","b","b","b","b","a","c","a","a","c","a","a","b","b","c","a","a","b","b","c"
"263","a","c","a","a","a","a","a","a","b","b","c","a","b","a","a","c","a","a","b"
"264","b","a","c","c","a","b","a","a","c","b","c","b","a","a","c","c","a","a","a"
"265","c","b","b","a","b","a","a","b","a","a","a","c","c","c","a","a","a","c","a"
"266","b","c","b","b","c","c","a","c","b","b","b","b","a","a","a","c","a","c","a"
"267","a","b","b","c","a","c","a","a","c","a","c","a","c","c","b","a","a","b","b"
"268","a","a","a","a","c","b","c","a","b","b","c","c","b","b","c","c","b","b","a"
"269","a","c","c","c","c","b","a","c","b","c","b","c","c","c","c","c","a","c","a"
"270","a","b","a","c","a","a","a","a","c","b","c","b","a","a","b","c","b","a","a"
"271","c","a","c","b","b","c","a","b","c","b","c","b","b","c","c","a","b","a","a"
"272","b","b","a","b","a","b","a","a","b","b","c","a","b","a","a","a","a","a","a"
"273","a","c","b","c","c","b","b","a","b","c","a","b","a","a","b","b","a","c","a"
"274","c","c","c","c","c","a","b","a","b","b","c","c","c","c","a","a","a","b","b"
"275","b","a","a","c","a","a","b","a","a","b","b","c","b","c","a","a","c","a","b"
"276","a","a","a","a","b","b","a","b","c","b","c","b","a","a","c","c","c","b","b"
"277","b","a","a","b","a","b","a","a","a","b","c","b","a","a","b","b","b","a","c"
"278","a","a","a","a","c","a","b","a","b","a","b","b","a","a","b","b","c","c","b"
"279","c","a","c","b","c","c","a","c","b","b","c","b","a","a","c","a","c","b","c"
"280","b","a","a","b","c","b","a","c","b","b","c","b","a","a","a","a","a","a","c"
"281","b","c","b","a","c","a","a","c","a","b","c","b","a","a","c","c","c","c","b"
"282","a","c","a","b","b","c","a","b","b","b","c","a","b","a","b","a","a","a","b"
"283","c","c","b","b","c","b","b","a","b","b","c","a","b","a","c","c","c","c","a"
"284","a","c","c","b","c","b","a","c","b","b","c","b","a","a","b","b","b","b","c"
"285","a","b","a","a","c","a","a","c","b","a","a","b","a","a","c","c","a","c","a"
"286","c","a","b","c","c","c","b","a","b","b","c","a","c","c","a","b","a","a","a"
"287","b","b","a","b","a","c","a","a","b","c","b","b","b","b","c","c","c","c","a"
"288","b","a","a","b","b","b","a","b","b","b","b","a","c","c","b","b","a","a","a"
"289","b","a","b","b","c","a","b","a","b","a","c","c","b","c","a","a","c","c","b"
"290","b","a","c","c","c","b","b","a","a","b","c","a","b","a","a","c","a","b","a"
"291","c","c","b","a","b","a","b","c","b","b","c","b","a","a","a","b","c","c","a"
"292","c","c","b","b","b","b","a","b","c","a","b","c","a","a","a","c","c","c","a"
"293","a","b","a","c","c","b","a","c","b","a","c","a","b","a","a","a","a","c","a"
"294","b","c","c","b","b","c","a","a","c","b","c","c","b","b","a","b","a","b","a"
"295","b","c","a","b","b","c","a","a","c","b","b","c","b","c","a","a","c","a","a"
"296","c","c","c","b","c","c","a","a","b","b","c","a","b","c","b","a","a","b","a"
"297","b","c","b","c","b","b","a","b","c","b","b","b","a","a","a","b","b","b","c"
"298","a","a","a","a","b","b","a","b","c","b","a","b","a","a","a","a","a","a","a"
"299","b","a","c","b","a","b","a","a","b","b","c","b","a","a","c","a","c","b","b"
"300","a","a","a","c","a","b","a","a","b","c","a","c","c","b","a","c","a","b","a"
"301","b","a","c","b","a","c","a","a","b","a","c","b","a","a","c","a","a","c","a"
"302","a","a","a","a","c","a","a","a","b","c","a","b","c","c","a","c","a","b","a"
"303","c","c","b","a","a","b","a","a","b","b","c","b","a","a","a","c","a","c","a"
"304","a","b","a","b","a","c","a","a","a","c","a","b","a","a","a","a","b","b","a"
"305","a","a","a","a","a","a","b","a","a","c","b","c","b","b","a","a","a","b","a"
"306","b","c","b","c","c","c","a","a","b","b","c","a","c","c","c","c","b","c","b"
"307","b","b","a","b","a","c","a","b","b","b","c","a","b","a","a","c","a","a","a"
"308","b","c","a","c","c","a","a","c","b","c","c","c","b","b","a","a","a","c","a"
"309","b","c","a","b","b","c","a","b","b","b","c","c","c","c","a","c","a","a","a"
"310","a","a","a","c","c","a","b","c","c","a","c","a","b","c","b","b","c","c","b"
"311","a","c","c","b","c","c","a","a","b","b","b","a","c","b","c","a","c","b","a"
"312","b","c","a","c","b","a","b","c","c","a","c","c","c","b","a","c","a","c","b"
"313","b","c","b","a","b","c","c","b","c","a","b","a","a","a","b","a","a","a","a"
"314","b","b","c","c","a","a","b","b","a","b","c","b","a","a","a","a","a","a","a"
"315","b","a","a","b","a","c","a","a","b","b","c","a","b","a","a","a","a","a","c"
"316","a","c","a","a","a","a","a","a","b","b","b","b","a","a","a","a","b","a","b"
"317","a","a","a","a","b","b","a","b","a","b","c","b","c","c","a","a","a","b","a"
"318","a","c","a","a","a","a","a","a","b","b","c","a","b","a","a","a","a","a","a"
"319","a","b","a","b","a","b","a","a","c","b","c","a","b","a","a","a","a","a","a"
"320","b","a","b","b","a","b","a","a","a","b","c","a","b","a","a","a","a","c","c"
"321","b","a","a","c","a","b","a","a","b","b","c","c","b","c","b","b","b","a","c"
"322","b","c","b","c","b","b","a","b","c","b","c","a","c","c","b","c","a","a","a"
"323","a","b","b","b","a","a","c","a","b","b","a","b","a","a","b","b","c","c","a"
"324","c","b","c","a","c","c","b","a","b","b","c","a","b","c","a","c","c","c","a"
"325","b","a","b","a","b","a","a","b","c","c","a","b","c","c","a","c","b","b","a"
"326","c","a","c","a","b","b","b","a","c","b","c","a","b","a","b","c","b","b","c"
"327","a","b","b","b","a","c","a","a","c","b","c","c","a","a","a","b","a","a","a"
"328","b","a","a","b","a","a","a","a","b","b","c","b","a","a","b","b","b","b","c"
"329","a","a","a","a","a","a","a","a","a","c","a","b","a","c","a","a","c","b","c"
"330","a","c","a","c","c","b","a","c","b","c","a","a","c","b","a","a","a","b","a"
"331","b","a","a","b","c","b","b","a","b","c","c","b","a","c","c","c","b","b","a"
