"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"76","b","a","b","c","b","a","c","a","c","b","a","b","a","a","a","a","a","b","a"
"77","b","a","b","c","a","b","a","b","c","b","a","b","b","c","a","c","a","a","a"
"78","b","a","a","b","a","c","a","a","b","b","c","c","b","b","b","b","b","a","c"
"79","a","a","a","b","c","c","c","c","b","b","c","a","b","a","c","c","a","a","a"
"80","a","b","c","a","c","a","a","b","b","b","c","a","b","a","a","a","a","a","a"
"81","b","a","a","b","c","b","a","c","b","c","b","c","a","a","b","a","b","b","c"
"82","c","a","a","b","c","c","a","c","b","a","c","c","b","c","c","a","a","c","c"
"83","b","b","a","b","b","c","a","a","a","b","c","a","b","c","c","c","a","a","a"
"84","b","b","c","c","a","c","a","a","b","b","c","b","a","a","a","b","b","b","a"
"85","a","a","c","c","a","a","a","a","c","b","c","b","a","a","a","a","a","a","a"
"86","c","c","c","b","c","a","b","a","b","b","c","a","b","c","a","c","c","b","a"
"87","a","c","a","c","c","c","b","a","b","c","c","b","c","b","a","c","c","c","a"
"88","b","a","a","b","a","c","a","a","c","a","b","a","c","c","c","c","b","b","b"
"89","c","c","b","b","b","b","a","b","a","c","c","c","b","c","a","a","c","b","a"
"90","a","a","c","b","b","c","a","b","b","b","c","b","a","a","c","a","b","b","c"
"91","b","b","b","b","c","c","b","a","b","c","c","a","a","c","a","a","c","c","a"
"92","c","a","c","b","a","c","b","b","b","b","c","b","c","c","c","c","c","b","b"
"93","a","a","c","c","a","b","b","c","b","b","c","a","a","a","b","b","b","b","c"
"94","b","b","a","c","c","b","a","b","b","c","c","c","b","b","c","c","c","b","a"
"95","a","a","a","b","a","c","a","a","a","b","c","c","c","c","b","b","b","a","c"
"96","c","b","b","b","a","b","b","c","b","b","c","b","b","c","c","a","a","c","a"
"97","b","a","a","b","a","c","a","a","b","b","c","a","b","a","c","a","a","a","a"
"98","a","a","a","b","c","c","a","a","b","a","b","b","a","a","b","b","a","a","a"
"99","a","a","a","b","c","c","a","c","b","b","c","a","c","c","a","c","a","a","c"
"100","a","b","a","a","a","a","a","a","b","b","c","a","b","a","c","c","b","a","a"
"101","c","b","a","b","b","c","a","b","c","a","b","c","b","c","b","b","a","c","a"
"102","b","a","c","b","b","c","a","b","b","c","b","c","a","a","a","a","a","c","c"
"103","a","a","a","b","a","c","a","a","c","a","b","b","a","a","a","a","c","c","b"
"104","a","b","c","c","b","b","a","b","b","b","c","a","b","b","b","c","b","b","a"
"105","c","a","a","a","a","a","a","a","b","b","c","b","b","a","c","c","a","a","a"
"106","a","b","b","b","a","c","b","c","b","b","c","c","a","a","a","a","c","c","a"
"107","c","a","b","a","b","a","c","c","a","b","a","b","a","a","a","a","c","c","b"
"108","c","c","c","a","b","b","b","a","a","c","a","b","b","b","c","c","b","c","b"
"109","b","c","a","c","a","b","a","a","c","b","b","c","c","c","a","a","a","a","a"
"110","b","a","a","b","c","a","b","a","a","b","c","a","b","a","a","c","a","a","a"
"111","c","b","a","b","c","c","a","c","b","b","c","b","a","a","c","a","b","a","a"
"112","a","a","a","a","b","c","a","b","b","b","c","b","a","a","b","b","a","a","a"
"113","c","c","a","b","c","c","b","a","c","b","b","b","a","a","a","a","a","a","a"
"114","c","c","b","b","a","c","a","a","b","a","c","b","a","a","a","a","c","c","a"
"115","c","c","c","a","c","a","b","a","b","b","c","c","b","a","b","a","a","c","c"
"116","a","a","c","a","c","a","b","c","b","b","c","a","c","c","a","c","a","b","a"
"117","a","c","b","b","a","c","a","a","b","c","b","c","a","a","a","a","b","b","b"
"118","b","c","a","b","c","c","a","a","b","b","a","b","a","a","b","b","a","a","a"
"119","a","a","b","c","a","a","a","a","b","a","c","a","a","a","c","c","b","c","c"
"120","a","a","c","b","b","b","a","b","b","a","a","b","b","c","a","b","b","b","b"
"121","b","c","c","a","c","a","b","a","b","b","c","a","b","b","b","b","a","c","a"
"122","b","b","a","b","c","a","a","c","b","b","b","c","c","b","a","c","a","a","c"
"123","b","a","c","b","a","c","a","a","b","a","b","a","b","b","a","a","a","b","a"
"124","a","c","a","b","b","b","a","b","c","b","c","b","a","b","c","c","c","a","a"
"125","b","c","b","b","b","b","a","b","c","a","c","b","b","c","a","a","a","c","a"
"126","c","c","b","c","a","a","a","a","a","b","a","a","c","c","a","a","c","c","b"
"127","a","b","b","b","a","c","b","b","b","b","b","c","a","a","a","b","a","a","a"
"128","a","c","b","b","a","c","a","b","a","b","c","a","a","a","b","c","a","c","a"
"129","b","b","a","b","c","b","b","a","b","a","c","b","a","a","a","a","c","c","a"
"130","a","c","a","b","b","c","a","b","c","b","b","a","b","c","a","c","a","c","a"
"131","b","b","b","c","c","c","a","c","b","b","c","c","a","a","a","a","a","c","a"
"132","b","c","c","b","c","a","a","c","b","c","b","c","a","a","a","a","a","c","c"
"133","a","a","b","c","a","b","a","b","b","b","c","c","b","a","b","b","b","b","c"
"134","a","c","c","c","a","b","b","b","c","a","b","c","c","c","a","a","c","c","a"
"135","b","b","c","c","a","b","a","a","c","c","b","c","b","c","a","a","a","b","a"
"136","c","c","b","a","c","b","a","a","b","b","c","a","b","a","c","a","c","c","a"
"137","a","c","b","b","a","a","a","a","b","a","b","a","c","c","b","c","b","c","b"
"138","a","b","c","c","c","b","b","a","b","c","b","a","c","b","a","a","a","c","a"
"139","b","c","a","b","b","a","a","b","a","b","c","c","a","a","b","a","b","a","c"
"140","b","b","c","b","c","c","a","c","a","a","b","c","b","c","c","a","c","c","b"
"141","c","a","b","b","b","c","b","c","c","c","a","b","a","b","c","a","c","c","b"
"142","c","c","c","b","a","a","b","b","b","b","a","a","a","a","a","a","a","b","a"
"143","b","a","a","b","c","c","a","a","b","b","c","a","b","a","c","c","c","b","b"
"144","a","c","a","b","c","a","b","a","b","b","c","a","b","a","c","c","a","a","c"
"145","a","a","a","b","a","c","a","a","c","b","b","c","c","c","a","b","a","a","a"
"146","a","b","a","b","a","c","a","a","c","b","b","a","c","c","a","b","c","a","a"
"147","b","a","a","b","b","b","a","b","b","b","b","c","b","a","a","b","a","a","a"
"148","a","a","b","c","b","b","a","b","c","b","c","b","a","a","c","c","a","c","a"
"149","a","b","a","c","a","b","a","a","b","c","b","a","c","b","b","b","b","b","b"
"150","b","b","c","c","b","a","b","c","a","b","c","c","c","c","a","a","a","c","a"
"151","a","c","b","b","a","c","a","a","b","c","b","c","a","a","a","a","c","b","a"
"152","b","a","a","b","c","b","a","c","b","c","c","c","c","c","b","b","a","b","a"
"153","b","b","a","b","c","b","b","a","b","b","c","a","b","a","a","a","b","a","a"
"154","c","a","c","b","c","c","b","a","b","a","c","a","c","c","c","c","b","a","c"
"155","a","a","b","c","c","c","a","c","b","b","a","b","a","a","a","a","a","b","a"
"156","b","c","c","c","b","b","a","b","c","c","c","a","c","c","a","a","a","c","c"
"157","b","b","a","b","a","a","a","a","c","a","c","b","c","c","a","a","c","c","a"
"158","c","a","c","a","a","b","a","a","b","b","b","c","a","a","a","a","a","c","a"
"159","a","a","b","c","a","c","b","b","b","c","a","b","a","c","a","a","c","b","a"
"160","a","a","c","b","a","c","a","a","a","b","c","a","b","a","b","b","a","a","a"
"161","b","a","c","b","b","a","a","b","c","b","c","b","a","a","b","b","b","b","b"
"162","b","a","a","c","a","b","a","a","b","b","c","a","a","a","a","b","a","a","c"
"163","a","a","a","c","c","c","b","a","b","b","c","a","b","a","b","c","a","a","a"
"164","b","c","b","c","c","a","b","a","c","b","b","a","c","c","c","c","c","c","a"
"165","c","a","c","b","a","b","a","a","c","b","c","a","b","a","c","a","a","a","c"
"166","a","c","a","a","c","a","b","a","b","b","a","b","a","a","a","a","a","a","b"
"167","a","b","a","a","a","b","b","c","b","b","a","b","a","a","a","a","a","a","a"
"168","b","c","c","b","b","c","a","b","c","b","c","a","c","c","b","c","b","b","b"
"169","a","a","b","a","c","a","c","a","b","b","b","a","c","c","c","a","b","c","a"
"170","b","a","a","b","b","b","a","b","b","b","c","c","c","c","a","a","a","a","a"
"171","a","b","a","a","a","a","a","a","c","b","b","c","b","c","c","a","c","c","b"
"172","b","c","a","b","c","c","b","a","b","b","c","c","a","a","c","b","a","a","a"
"173","c","b","c","b","a","b","a","a","a","b","c","c","c","c","b","c","b","a","a"
"174","b","c","a","c","c","a","a","c","c","c","b","a","b","c","b","c","b","b","b"
"175","a","a","b","b","c","a","a","c","b","c","a","a","b","c","a","a","a","c","a"
"176","a","a","a","b","b","c","a","b","c","c","a","a","a","b","c","c","c","b","a"
"177","a","a","a","b","a","c","a","a","c","b","c","a","b","a","a","a","b","a","b"
"178","a","b","b","b","a","c","a","a","c","c","c","a","b","c","a","a","a","c","a"
"179","a","b","c","b","b","c","a","b","b","c","b","c","c","a","c","c","b","b","a"
"180","a","a","a","b","c","c","a","c","b","b","a","c","a","a","c","c","a","a","a"
"181","a","a","a","b","b","a","a","a","b","a","b","a","c","c","c","c","b","b","c"
"182","a","a","a","c","c","b","a","a","b","b","c","b","a","a","a","a","a","a","a"
"183","a","a","a","a","a","a","a","b","a","b","b","c","a","a","b","b","a","a","a"
"184","a","b","a","c","a","c","a","a","b","b","b","c","a","a","a","a","c","b","a"
"185","b","c","a","c","b","c","a","c","c","b","c","b","a","a","a","a","a","a","c"
"186","c","b","a","b","a","c","a","a","c","b","c","a","c","c","a","a","b","a","c"
"187","a","c","c","c","c","a","b","a","b","b","c","a","b","c","a","c","a","b","a"
"188","a","c","a","a","c","a","a","c","b","a","b","c","b","c","b","b","a","c","a"
"189","a","a","a","c","b","b","a","c","b","b","c","b","c","c","a","a","a","a","b"
"190","c","a","c","a","a","a","a","a","b","c","a","a","c","c","a","a","a","a","a"
"191","a","a","a","b","a","c","a","a","c","b","c","a","b","c","a","b","b","b","c"
"192","b","c","a","b","c","c","b","a","b","b","c","c","c","c","a","a","a","a","a"
"193","c","a","a","a","c","a","b","a","b","b","c","c","b","a","a","a","a","a","a"
"194","a","b","b","c","a","a","a","a","b","a","b","b","a","a","c","c","c","c","b"
"195","b","a","a","b","a","c","a","a","c","b","b","c","a","a","a","a","a","a","a"
"196","a","b","a","b","b","c","a","b","b","c","a","b","b","c","b","b","b","b","a"
"197","a","a","b","b","b","c","a","a","c","b","a","c","c","a","a","a","a","c","a"
"198","b","b","a","c","b","b","a","b","a","a","c","b","a","a","a","a","c","c","b"
"199","a","b","a","c","c","b","b","a","b","b","a","b","a","a","c","c","c","c","a"
"200","a","a","a","b","a","c","a","b","b","b","c","b","b","c","c","b","b","a","c"
"201","a","c","a","c","a","b","a","a","a","b","c","c","a","b","a","a","a","a","c"
"202","b","c","c","c","a","b","a","a","b","b","b","c","a","a","a","b","c","c","a"
"203","a","b","a","b","c","c","a","c","b","b","a","a","c","c","a","a","b","a","a"
"204","a","a","c","a","a","c","a","a","c","b","c","b","a","a","a","a","b","a","a"
"205","b","c","c","b","c","c","a","c","b","b","c","c","c","c","c","c","a","b","a"
"206","b","c","b","b","c","a","a","b","b","b","c","c","c","a","c","a","b","c","b"
"207","a","c","c","c","c","b","a","b","b","b","b","a","c","c","a","a","c","c","a"
"208","a","a","a","b","b","c","a","a","b","b","b","c","c","a","a","a","c","b","c"
"209","a","a","a","c","a","b","a","a","b","b","a","b","a","a","a","a","a","a","a"
"210","a","c","a","c","a","c","a","a","b","b","c","a","a","a","a","a","a","a","a"
"211","c","a","a","a","b","b","b","a","b","b","c","a","c","c","b","b","a","a","b"
"212","a","a","a","b","c","b","a","b","c","b","c","c","b","c","a","a","a","a","a"
"213","b","a","c","c","c","b","b","a","a","b","c","b","a","a","a","a","b","a","c"
"214","b","a","a","b","a","c","a","a","b","b","c","b","a","a","a","a","a","a","a"
"215","a","b","c","b","b","b","a","b","c","b","c","c","b","c","a","c","a","a","a"
"216","c","c","c","c","b","b","a","c","c","c","b","c","a","a","c","c","a","c","c"
"217","a","a","c","c","c","a","a","a","c","b","c","b","a","a","a","a","a","a","a"
"218","b","b","b","b","a","b","a","a","b","a","b","c","a","c","a","a","a","a","a"
"219","c","a","b","b","b","b","c","b","a","b","c","a","a","a","c","c","c","b","b"
"220","b","a","a","b","a","c","a","a","a","c","b","a","b","b","a","a","b","b","a"
"221","a","b","a","a","a","b","a","a","b","a","c","a","b","c","a","a","c","c","a"
"222","a","a","c","b","c","b","a","a","b","b","c","c","b","c","a","a","a","a","a"
"223","b","b","b","b","a","c","a","a","b","b","c","b","a","a","b","c","b","b","c"
"224","b","a","c","c","b","c","c","c","b","c","b","a","a","a","c","c","c","c","b"
"225","a","b","c","b","a","c","c","a","c","b","c","b","a","a","c","c","a","b","a"
"226","c","a","b","b","b","b","c","c","b","c","a","b","b","b","c","c","c","c","a"
"227","c","a","b","b","a","b","a","a","b","c","c","b","b","c","b","c","b","c","a"
"228","a","a","a","c","c","a","a","c","b","b","a","c","c","c","c","b","c","a","b"
"229","b","a","c","b","a","c","b","b","b","a","b","c","c","c","c","a","c","c","b"
"230","a","b","a","b","c","c","a","c","a","a","b","a","b","c","a","a","b","a","b"
"231","b","b","b","b","a","c","a","a","c","b","c","a","b","a","b","b","a","c","a"
"232","a","c","a","c","b","b","a","c","c","c","a","b","b","c","b","c","b","b","a"
"233","a","c","c","b","b","c","a","c","b","b","c","c","b","a","b","c","c","b","a"
"234","a","a","a","a","a","b","a","a","a","b","a","a","c","b","b","c","a","a","a"
"235","b","a","a","b","a","c","a","a","c","c","b","b","a","c","b","b","b","b","a"
"236","c","b","c","b","c","a","a","a","c","b","c","a","a","a","a","a","c","b","a"
"237","b","c","c","b","b","c","b","a","a","b","c","a","a","a","c","c","c","c","a"
"238","a","c","c","a","a","a","a","a","c","b","c","b","a","a","a","a","a","c","c"
"239","b","c","c","c","b","a","a","b","b","b","b","a","c","c","c","c","c","b","c"
"240","b","c","a","b","a","c","a","a","b","c","c","b","a","a","c","a","a","a","c"
"241","b","a","c","c","a","b","a","a","b","b","c","c","a","b","a","a","a","b","a"
"242","a","a","a","c","b","c","a","b","b","b","c","c","b","c","c","c","b","a","b"
"243","b","b","b","c","c","a","b","a","b","a","c","a","b","c","a","a","b","a","a"
"244","b","b","c","c","c","b","a","c","b","b","c","b","a","a","c","c","c","a","b"
"245","b","c","c","c","c","a","a","c","b","a","a","b","a","a","a","a","c","c","a"
"246","c","a","c","a","a","c","a","c","b","b","c","b","b","c","c","c","b","a","c"
"247","b","a","a","b","c","a","a","c","b","a","b","c","b","c","c","c","c","c","b"
"248","a","a","a","a","c","b","b","a","b","b","c","b","a","a","a","a","a","a","a"
"249","c","c","c","b","a","b","a","a","a","b","b","c","a","a","a","a","a","c","a"
"250","c","a","a","b","a","b","a","c","c","c","a","b","b","b","c","a","a","b","c"
"251","c","a","a","b","a","b","a","a","a","b","c","b","a","a","a","a","b","a","c"
"252","c","c","a","b","c","a","a","c","b","b","b","a","c","b","b","c","a","a","a"
"253","a","b","c","b","c","b","b","a","b","b","c","c","a","a","c","c","a","a","a"
"254","a","a","a","a","b","b","a","b","c","a","b","a","c","c","c","a","c","c","c"
"255","a","a","a","c","a","a","a","a","a","b","c","a","b","c","a","a","b","a","c"
"256","a","b","c","c","c","a","a","a","b","b","c","a","b","c","a","a","a","a","a"
"257","b","a","a","a","a","a","a","a","a","c","a","b","c","a","a","a","a","a","a"
"258","b","a","a","b","a","c","a","a","b","b","b","c","a","a","a","a","a","a","a"
"259","c","b","b","b","b","c","a","b","a","b","c","a","b","c","a","b","c","c","a"
"260","c","a","b","a","a","a","b","a","b","b","c","b","a","a","c","a","c","c","b"
"261","a","a","a","a","a","c","a","a","b","b","c","b","a","a","a","a","a","a","a"
"262","b","a","c","c","b","a","a","b","a","b","b","c","b","a","b","c","b","b","c"
"263","a","a","a","c","c","b","a","a","b","a","c","c","c","c","c","a","a","c","b"
"264","a","b","a","b","c","c","b","a","b","b","b","a","c","c","a","b","a","a","a"
"265","c","c","a","b","a","c","b","a","b","b","c","b","a","a","a","b","a","a","b"
"266","c","c","b","a","a","a","a","a","b","b","a","b","a","a","c","a","c","c","a"
"267","a","a","a","c","c","b","a","c","b","b","c","b","c","c","a","b","a","a","a"
"268","a","b","b","b","a","b","a","a","a","b","c","a","b","c","a","a","a","c","a"
"269","c","b","c","a","b","a","c","a","b","a","b","b","a","a","a","a","c","c","b"
"270","b","c","c","b","a","a","a","a","a","b","c","a","b","c","c","c","b","b","c"
"271","a","a","a","b","a","c","a","a","c","b","c","b","a","a","a","b","a","a","a"
"272","c","a","c","a","b","a","a","b","c","c","a","b","a","c","c","b","c","b","b"
"273","b","a","a","c","a","a","b","a","a","c","c","a","b","b","c","a","c","c","a"
"274","b","b","c","c","b","a","b","a","b","b","c","c","b","a","c","c","a","b","a"
"275","b","c","b","b","b","a","a","b","a","c","a","b","c","c","c","a","b","b","c"
"276","c","b","a","b","b","c","b","a","a","b","c","b","a","a","a","a","c","c","a"
"277","a","a","c","b","b","b","a","b","c","b","b","c","c","c","c","c","c","b","a"
"278","a","b","a","b","b","c","a","b","c","a","b","c","a","a","b","b","a","a","a"
"279","a","c","a","b","c","b","a","a","b","b","b","c","c","c","c","c","c","b","a"
"280","c","b","c","a","b","a","c","a","c","a","c","c","b","c","c","a","c","c","a"
"281","a","a","b","c","c","c","a","c","b","b","c","a","c","b","a","a","a","c","a"
"282","b","a","b","b","a","c","a","a","b","b","c","c","c","c","a","a","a","a","a"
"283","b","c","a","b","a","c","a","a","a","b","c","c","c","a","a","a","a","c","c"
"284","b","b","b","b","c","c","b","a","c","a","c","b","a","b","a","a","a","c","a"
"285","a","a","a","a","b","a","a","a","a","b","b","c","b","a","a","c","b","a","c"
"286","a","b","a","b","a","c","a","a","c","b","c","c","c","c","a","b","a","a","a"
"287","b","c","a","b","a","c","a","a","a","b","a","a","b","b","b","c","b","a","b"
"288","b","a","a","b","a","a","a","a","c","c","a","b","a","a","c","c","c","a","b"
"289","a","c","a","a","a","a","a","a","c","b","c","a","a","a","b","b","b","a","c"
"290","a","a","a","b","c","c","b","a","b","a","c","b","b","c","c","c","c","b","b"
"291","b","a","b","b","a","c","c","a","c","b","c","a","b","a","c","a","b","c","c"
"292","a","a","a","a","b","a","a","b","a","c","a","b","a","a","a","a","c","c","b"
"293","b","a","a","b","b","c","a","a","c","b","b","c","b","c","b","b","b","a","c"
"294","a","c","c","a","b","a","a","b","c","a","b","c","c","c","b","a","b","b","b"
"295","b","a","a","b","b","c","a","c","c","c","c","c","b","c","a","a","c","b","b"
"296","c","a","c","b","b","c","a","b","b","b","c","c","c","c","c","a","c","b","b"
"297","a","c","a","a","c","a","b","a","b","b","c","b","b","a","b","c","b","a","a"
"298","b","a","a","c","a","c","b","b","b","b","c","c","b","c","a","a","a","a","c"
"299","c","a","b","c","a","b","a","a","b","b","c","c","c","b","c","c","c","a","b"
"300","a","c","a","a","b","a","a","b","b","b","c","a","b","b","c","a","a","c","a"
"301","b","a","c","c","a","b","a","c","a","b","b","c","b","c","c","c","b","b","b"
"302","b","b","c","b","c","a","b","a","b","a","b","c","a","a","b","a","b","b","c"
"303","a","c","a","b","b","c","c","b","b","b","c","a","b","b","b","b","b","a","b"
"304","a","a","a","c","c","b","a","c","b","b","b","c","a","a","a","b","a","a","a"
"305","b","b","a","b","c","c","a","c","c","b","c","a","b","a","c","a","b","a","b"
"306","c","c","a","b","a","b","c","a","a","c","b","a","c","c","b","c","b","b","b"
"307","a","c","c","b","c","b","a","c","b","a","c","b","b","b","a","c","a","b","a"
"308","a","a","a","a","b","b","a","b","b","b","c","a","b","a","b","b","a","a","a"
"309","a","c","c","a","c","a","a","c","b","b","c","c","c","c","c","c","b","b","b"
"310","b","b","b","c","a","b","a","a","b","b","c","a","b","a","b","b","b","a","a"
"311","b","c","b","a","c","b","a","a","a","a","b","c","c","c","a","a","a","a","a"
"312","b","b","c","c","a","a","a","a","c","a","c","a","c","c","b","a","b","b","a"
"313","b","a","c","b","b","c","b","c","c","c","c","b","b","a","a","c","a","c","c"
"314","b","b","c","a","c","a","b","a","b","b","c","a","b","c","b","a","b","b","a"
"315","a","c","a","b","a","a","a","a","b","b","b","c","b","c","a","a","b","a","c"
"316","c","c","c","a","a","a","a","a","a","c","c","b","a","a","a","a","a","c","a"
"317","b","c","c","b","c","b","a","c","b","b","c","c","c","c","b","c","b","b","c"
"318","a","a","a","b","c","b","a","c","b","a","a","b","a","a","a","a","a","c","a"
"319","c","c","b","a","a","b","a","a","b","b","c","b","a","a","b","b","b","c","c"
"320","b","c","c","b","b","c","a","b","c","b","c","a","c","c","c","a","c","b","a"
"321","a","a","a","b","b","c","a","a","b","a","c","c","c","b","a","a","a","c","a"
"322","b","c","c","b","a","b","a","a","c","b","b","c","a","a","a","a","b","b","c"
"323","a","a","a","c","b","c","a","b","c","b","c","a","b","c","c","c","c","a","b"
"324","b","b","a","b","c","c","b","a","b","b","c","a","c","b","a","c","a","a","a"
"325","a","a","c","c","c","b","a","a","b","c","a","a","b","b","a","a","c","c","b"
"326","b","c","c","c","a","b","b","a","a","b","a","b","a","a","a","a","a","a","a"
"327","a","a","a","b","a","c","c","c","b","a","c","a","b","c","c","c","c","c","b"
"328","b","a","a","b","b","a","a","b","b","b","c","a","b","a","a","a","a","a","a"
"329","b","c","b","b","a","c","a","c","b","b","c","b","a","a","a","a","a","c","a"
"330","a","a","b","b","b","b","a","b","c","b","c","c","b","a","c","a","b","b","c"
"331","b","a","a","b","c","b","a","a","b","b","b","c","c","c","b","a","a","a","b"
