"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"117","b","a","a","c","c","a","b","c","b","b","c","c","b","a","c","c","b","a","c"
"118","a","b","a","b","a","c","c","a","b","b","c","c","c","b","a","a","a","a","a"
"119","c","b","c","a","c","b","a","c","b","b","c","a","b","a","b","a","b","b","c"
"120","a","c","a","a","a","a","a","a","b","c","c","c","b","b","a","a","b","a","a"
"121","b","a","c","c","c","c","a","c","b","c","c","b","a","a","b","b","a","a","a"
"122","a","b","a","a","a","a","a","a","a","a","c","a","b","c","c","a","c","a","b"
"123","a","b","a","c","c","b","a","b","b","a","b","c","a","a","a","a","a","c","b"
"124","a","c","a","b","b","c","a","a","c","b","c","c","b","b","a","a","a","a","a"
"125","a","c","c","c","b","c","a","a","c","b","c","b","a","a","c","a","c","c","b"
"126","c","a","a","b","b","c","a","b","c","a","c","a","b","c","a","a","a","c","a"
"127","c","b","c","a","c","b","b","a","a","b","b","b","a","a","a","b","a","a","a"
"128","b","c","a","b","c","b","a","c","c","c","c","c","c","b","a","a","a","a","c"
"129","c","c","c","a","b","a","a","a","b","b","b","c","c","a","c","c","c","c","b"
"130","a","c","b","c","a","c","a","a","b","a","c","a","b","a","c","a","a","c","a"
"131","c","c","b","b","a","c","a","a","a","b","c","b","a","a","b","b","b","b","c"
"132","b","b","c","c","a","b","a","a","b","c","b","c","a","c","a","a","c","c","a"
"133","a","a","a","b","a","c","b","a","c","b","c","a","b","c","a","a","a","a","a"
"134","b","c","b","c","a","a","b","b","a","b","c","c","b","c","a","a","a","c","a"
"135","a","b","a","b","c","b","a","a","a","b","c","c","c","b","c","a","c","c","a"
"136","c","b","b","a","b","a","a","a","b","c","b","a","b","c","a","a","c","a","c"
"137","a","c","a","b","b","c","a","b","c","c","c","c","b","b","a","b","a","b","b"
"138","b","b","a","c","c","b","a","b","b","b","c","b","a","a","b","a","a","a","a"
"139","b","a","a","b","b","a","a","a","c","a","c","a","a","c","a","a","a","b","c"
"140","c","c","c","b","c","c","b","c","b","b","c","c","c","c","c","a","c","b","a"
"141","c","b","c","b","b","a","a","b","b","b","b","c","c","a","b","a","b","b","c"
"142","a","c","a","b","a","c","a","a","c","c","b","a","a","c","c","c","a","b","a"
"143","a","a","a","c","c","b","a","c","b","a","b","b","a","a","c","c","c","c","a"
"144","a","b","a","a","a","a","a","a","b","a","b","c","c","c","a","c","a","c","a"
"145","b","c","b","c","a","c","a","a","c","b","c","a","b","b","a","a","c","c","a"
"146","b","b","c","b","c","c","a","c","b","b","b","c","b","c","c","c","b","a","a"
"147","a","a","c","c","a","a","a","a","a","c","a","b","a","c","c","a","c","c","b"
"148","a","a","b","a","a","a","a","a","c","b","c","b","a","a","c","c","c","c","b"
"149","b","b","b","b","a","c","a","c","a","a","a","b","a","a","a","c","c","b","a"
"150","c","b","c","b","b","a","b","c","b","c","b","c","a","a","a","a","a","c","a"
"151","b","b","b","a","b","b","a","b","c","a","b","a","c","c","b","a","a","a","a"
"152","b","b","a","c","a","b","b","b","c","b","c","b","b","a","a","b","a","a","a"
"153","c","c","a","a","a","a","a","a","a","b","c","a","b","a","c","c","c","a","a"
"154","c","a","b","c","c","a","b","a","c","b","c","a","b","c","a","a","a","c","a"
"155","c","c","b","c","a","a","a","b","b","b","c","a","b","c","a","a","a","c","a"
"156","c","c","c","c","b","a","a","b","c","b","c","b","a","a","c","a","c","c","a"
"157","c","c","b","b","b","c","a","a","a","b","c","c","b","a","a","b","a","c","a"
"158","b","c","a","b","b","c","c","a","b","b","c","b","a","b","a","a","a","a","a"
"159","a","a","a","a","a","b","a","a","a","b","c","c","c","b","c","a","c","a","b"
"160","b","b","b","b","c","c","a","b","b","b","c","c","b","a","a","a","c","c","a"
"161","a","b","a","b","a","c","a","a","c","c","a","b","a","b","a","a","a","a","c"
"162","b","a","c","b","c","c","a","c","b","c","b","b","a","a","a","a","a","a","a"
"163","a","c","c","b","a","a","b","c","a","b","c","a","a","b","c","c","b","b","b"
"164","a","b","c","b","b","a","a","a","c","a","c","a","b","b","b","a","b","b","a"
"165","a","b","a","a","a","a","a","a","a","c","c","c","c","b","c","a","b","b","c"
"166","b","a","c","b","c","a","b","a","a","b","c","b","a","a","a","a","a","b","a"
"167","b","a","c","c","a","b","a","a","b","c","a","b","a","a","b","a","b","c","c"
"168","c","c","a","b","b","c","a","b","b","b","c","b","a","a","b","b","b","a","c"
"169","a","a","a","b","c","b","a","c","c","b","c","b","c","c","a","a","a","a","a"
"170","b","b","b","c","c","a","a","c","b","b","c","a","b","a","c","a","c","c","b"
"171","a","a","a","b","c","c","c","c","a","b","b","a","c","c","c","a","c","a","b"
"172","b","c","b","c","c","c","a","c","b","b","c","b","a","a","a","c","a","b","c"
"173","c","a","b","a","c","a","a","c","b","a","b","c","a","a","a","c","a","c","a"
"174","a","b","a","a","a","a","a","a","b","a","a","a","b","c","a","c","a","a","c"
"175","b","a","a","b","c","b","a","c","b","a","a","c","c","c","a","b","a","a","a"
"176","c","c","b","b","c","c","b","a","b","b","c","b","a","a","a","b","a","c","a"
"177","a","a","c","b","b","c","c","b","a","c","b","c","b","c","a","a","c","c","b"
"178","a","c","a","c","c","b","b","a","b","c","b","a","c","c","b","c","b","b","c"
"179","a","a","a","a","a","b","a","a","b","c","b","c","a","b","a","a","c","c","b"
"180","a","c","a","c","a","b","a","a","b","a","b","a","c","c","a","a","a","c","a"
"181","c","b","b","a","a","a","b","a","b","b","c","b","a","a","b","c","b","c","c"
"182","a","b","a","b","c","c","a","c","a","b","b","c","a","a","a","b","a","a","a"
"183","c","a","c","a","c","b","a","c","b","a","c","c","a","b","b","b","a","c","a"
"184","b","a","a","c","c","b","a","a","b","b","c","b","a","a","a","a","a","a","a"
"185","b","a","a","c","c","a","b","a","b","a","b","a","c","c","c","a","c","b","b"
"186","c","c","c","a","c","a","a","c","b","a","b","c","b","b","c","c","c","c","a"
"187","c","a","b","b","a","b","a","a","c","b","a","b","a","a","c","a","c","c","c"
"188","a","c","a","c","a","c","c","a","b","b","a","b","a","a","a","a","a","a","a"
"189","a","a","a","a","a","a","b","b","b","a","c","a","c","c","b","a","b","b","c"
"190","b","a","b","c","a","a","a","c","b","a","c","c","a","a","a","a","c","c","b"
"191","b","a","a","b","c","c","a","c","b","a","c","c","c","b","a","a","a","c","a"
"192","a","a","a","a","a","b","a","a","a","b","b","c","b","c","a","c","b","a","a"
"193","c","c","b","c","a","a","a","a","b","c","b","c","a","a","a","a","a","c","c"
"194","a","b","a","b","c","c","a","c","b","b","c","b","a","a","c","c","a","a","a"
"195","c","c","c","a","c","a","a","c","b","b","c","b","a","b","a","a","a","a","c"
"196","a","b","a","a","a","b","a","a","b","b","b","c","a","a","a","a","a","c","b"
"197","a","a","c","b","b","b","c","b","c","a","c","b","a","a","a","b","a","a","a"
"198","a","c","c","c","a","b","a","a","c","b","c","a","b","a","b","b","b","b","a"
"199","c","a","c","c","b","b","a","a","c","b","c","c","b","c","a","a","b","b","a"
"200","c","b","c","b","b","a","a","a","a","b","c","a","c","c","a","a","a","b","a"
"201","a","a","c","b","a","c","a","a","c","a","b","c","a","a","a","a","a","c","a"
"202","c","b","b","c","c","b","a","a","b","c","b","b","a","c","c","c","c","c","a"
"203","b","c","a","b","a","c","c","a","b","b","c","c","c","c","a","a","a","a","a"
"204","b","c","c","c","c","b","a","a","b","a","b","c","a","a","a","a","a","b","a"
"205","b","a","a","b","c","c","b","a","b","b","c","c","b","a","b","a","b","a","c"
"206","b","a","c","b","b","c","a","b","c","c","a","a","b","b","a","a","a","c","a"
"207","a","b","a","b","a","c","a","a","c","b","a","b","a","a","c","c","a","a","a"
"208","a","b","a","c","b","b","a","b","b","b","c","c","b","a","a","a","a","a","a"
"209","b","c","c","b","a","c","a","a","c","b","a","b","a","a","c","c","a","a","a"
"210","a","c","c","b","c","a","a","c","b","b","c","a","a","a","c","a","c","b","a"
"211","b","a","a","a","c","b","b","a","b","c","a","a","a","a","b","b","a","a","a"
"212","b","a","a","b","a","b","b","b","a","b","a","b","c","c","b","b","a","a","a"
"213","c","b","b","b","a","b","a","a","b","a","b","a","c","c","a","a","b","b","a"
"214","b","c","c","b","c","a","a","c","c","b","c","c","c","c","c","a","c","b","a"
"215","c","c","b","b","a","b","a","a","a","b","b","c","b","a","b","c","a","c","a"
"216","b","c","a","b","c","b","a","a","b","b","c","b","a","a","c","a","a","a","a"
"217","b","a","a","b","c","c","a","b","b","b","c","c","c","c","a","b","a","a","b"
"218","a","b","a","b","a","b","a","a","b","b","c","c","b","a","a","a","c","a","a"
"219","c","c","c","a","c","a","a","c","b","c","a","b","a","b","a","a","c","c","a"
"220","c","c","c","b","c","b","a","c","a","b","b","c","b","a","a","c","a","a","a"
"221","b","a","a","b","a","c","a","a","a","b","c","a","c","c","a","a","a","a","a"
"222","b","c","c","b","a","c","c","a","a","b","c","a","c","c","c","b","b","a","b"
"223","b","a","c","c","b","c","a","a","b","b","b","c","a","a","b","b","b","b","c"
"224","b","a","b","b","a","b","b","a","b","b","c","a","b","a","a","a","a","c","a"
"225","b","b","a","b","a","c","a","a","a","b","a","b","c","b","b","b","a","a","a"
"226","b","c","c","b","b","b","a","a","c","a","b","c","a","a","a","a","a","b","a"
"227","b","b","a","b","a","b","a","a","c","c","a","a","b","b","a","a","b","b","c"
"228","b","b","b","b","c","a","a","c","b","b","c","b","a","a","a","a","a","c","a"
"229","a","c","a","b","a","a","a","a","c","b","c","a","a","a","a","a","a","a","a"
"230","a","a","c","c","a","a","b","b","a","b","c","b","a","a","b","a","b","b","b"
"231","b","c","a","c","b","b","a","b","c","a","b","c","a","b","a","c","c","c","a"
"232","a","c","a","a","a","b","a","c","a","b","c","a","a","a","a","a","a","a","a"
"233","b","a","a","c","a","b","a","a","a","b","b","a","b","c","a","a","a","a","a"
"234","b","b","a","c","c","a","a","c","b","c","b","c","c","c","a","b","b","b","a"
"235","a","a","a","b","a","a","a","a","b","a","b","a","c","c","a","b","a","c","a"
"236","a","a","c","b","a","c","a","a","a","c","b","c","c","b","a","c","a","c","a"
"237","b","c","a","b","b","a","a","b","b","b","c","b","b","a","b","b","a","a","a"
"238","a","a","a","a","b","a","a","b","b","b","c","b","c","c","c","c","a","a","a"
"239","b","c","a","b","a","c","a","a","a","c","c","b","a","b","b","b","a","b","b"
"240","a","c","a","c","c","a","a","c","b","b","c","b","a","a","a","b","a","a","a"
"241","b","c","a","b","c","c","a","c","b","c","c","a","b","a","b","b","c","b","b"
"242","a","c","b","b","a","a","a","a","a","b","c","b","a","a","c","c","c","c","a"
"243","c","b","a","c","c","b","a","c","a","b","c","a","b","a","a","a","a","b","a"
"244","b","a","c","c","b","b","a","c","c","b","b","c","c","c","a","a","b","b","c"
"245","b","c","b","c","b","a","a","c","b","b","b","c","b","a","c","c","a","c","a"
"246","c","c","c","b","a","c","a","a","a","c","c","a","c","b","a","a","a","a","a"
"247","c","a","c","b","a","b","a","a","c","c","a","b","c","b","c","c","c","c","b"
"248","a","c","a","a","c","a","a","c","b","b","c","c","b","c","a","b","a","a","a"
"249","b","c","a","c","b","b","a","b","c","b","c","a","b","b","a","a","a","a","c"
"250","c","b","a","b","a","c","a","a","b","b","c","c","c","c","a","c","a","b","a"
"251","b","b","c","b","b","c","a","b","b","b","c","b","c","c","b","b","b","b","a"
"252","a","a","b","c","a","b","a","a","a","a","c","a","b","c","a","b","a","c","c"
"253","c","c","c","b","a","a","b","b","a","c","b","c","a","c","b","c","b","b","b"
"254","c","b","c","b","a","c","a","a","b","c","c","c","b","c","a","a","a","a","a"
"255","c","a","b","b","a","c","a","a","a","b","c","c","c","b","b","b","a","a","a"
"256","b","b","a","b","b","c","a","c","c","b","c","b","b","a","a","c","c","a","a"
"257","c","b","a","a","a","a","a","a","c","b","c","b","a","a","b","c","b","a","c"
"258","a","c","a","a","c","a","c","a","b","b","c","a","b","a","a","a","a","a","b"
"259","b","c","a","b","b","b","a","a","a","b","c","a","b","a","a","a","a","a","a"
"260","c","a","c","a","b","c","a","a","c","b","c","b","c","c","c","c","c","c","b"
"261","b","b","c","a","c","a","b","a","c","b","c","c","c","a","a","a","a","b","a"
"262","a","c","b","b","a","c","a","a","c","b","c","b","a","a","a","a","c","c","a"
"263","a","a","c","b","b","b","a","b","b","b","c","c","b","c","c","a","a","a","a"
"264","c","b","b","b","a","c","a","a","b","a","a","b","a","a","c","a","c","b","b"
"265","c","c","b","a","a","c","a","a","b","c","c","a","b","b","a","b","c","c","a"
"266","a","c","c","b","b","b","a","b","a","b","a","b","a","a","a","b","a","b","b"
"267","b","a","c","b","b","c","b","c","c","a","b","c","a","a","c","c","c","b","b"
"268","c","c","b","a","b","a","b","c","b","b","c","c","b","a","a","a","c","c","a"
"269","c","a","c","a","b","a","b","a","c","b","c","a","b","b","b","c","c","c","b"
"270","b","b","c","c","c","a","a","c","b","b","c","b","a","a","b","b","c","c","a"
"271","a","a","a","a","a","b","b","a","a","b","b","b","a","a","c","c","a","a","c"
"272","c","a","b","b","a","a","a","a","a","b","c","c","a","a","c","a","c","c","b"
"273","b","c","a","c","a","c","b","b","b","c","b","c","b","b","b","b","b","b","c"
"274","a","a","a","b","a","b","a","a","a","a","c","a","b","c","a","a","a","c","a"
"275","a","c","a","c","a","c","a","a","c","c","b","c","a","a","b","a","b","b","c"
"276","a","a","a","a","b","b","a","b","c","b","c","c","c","c","c","c","a","a","c"
"277","a","c","a","b","c","c","a","c","b","b","c","c","b","a","b","b","a","a","c"
"278","a","b","a","a","a","a","b","c","a","a","b","b","a","c","c","c","c","c","a"
"279","a","a","a","c","c","c","a","a","b","c","c","b","a","c","c","c","c","b","b"
"280","b","c","a","c","c","b","a","c","b","c","a","b","b","b","a","b","b","b","c"
"281","c","c","b","a","a","a","a","a","b","c","a","a","c","b","a","a","c","c","a"
"282","c","b","a","b","a","b","a","a","c","a","a","a","a","a","a","a","a","b","a"
"283","b","c","c","b","b","c","b","b","b","a","a","b","a","a","c","c","a","b","c"
"284","a","a","c","b","b","b","a","b","b","b","c","c","b","a","a","a","b","c","b"
"285","c","c","b","b","a","c","b","c","a","a","a","a","b","b","a","a","b","c","a"
"286","a","c","a","b","a","c","a","a","c","a","b","c","a","b","c","a","c","c","a"
"287","b","b","b","c","b","b","a","b","c","b","c","a","b","a","b","b","c","c","b"
"288","b","a","a","c","b","a","a","a","a","b","c","a","b","a","b","b","a","a","a"
"289","a","a","a","b","a","c","a","a","a","b","a","b","a","a","c","c","a","a","a"
"290","b","b","b","b","a","c","c","a","a","b","c","c","c","c","c","a","c","c","a"
"291","a","a","a","a","b","a","b","c","b","c","b","a","c","a","a","c","a","a","a"
"292","b","c","a","b","b","c","a","b","a","b","b","c","b","c","a","b","a","a","a"
"293","b","c","b","b","b","c","a","a","b","b","c","a","b","a","a","c","a","b","a"
"294","b","b","a","b","a","a","a","a","a","b","c","a","b","c","a","c","a","a","a"
"295","b","b","c","b","a","c","a","a","a","b","c","c","a","a","a","a","a","a","a"
"296","b","a","a","b","a","a","a","a","a","b","c","a","c","c","b","b","b","a","a"
"297","b","c","c","b","a","b","a","a","c","b","c","c","a","a","b","b","b","b","b"
"298","c","a","a","b","a","b","a","b","a","b","c","a","a","a","a","b","a","a","a"
"299","b","a","a","b","b","c","c","c","b","a","b","c","c","c","c","a","c","c","b"
"300","a","b","a","a","c","b","a","a","a","b","b","c","a","a","a","c","a","a","a"
"301","a","c","b","b","c","c","a","c","b","b","c","a","b","c","c","c","c","c","a"
"302","c","a","b","b","a","c","a","c","a","c","a","b","c","b","c","a","c","c","b"
"303","b","a","c","b","c","b","a","c","b","b","c","a","b","a","c","a","c","b","b"
"304","a","a","a","b","a","c","a","a","b","b","c","a","b","a","a","a","a","a","a"
"305","a","c","a","a","a","b","a","a","a","a","c","a","b","c","c","a","c","c","a"
"306","a","c","a","b","c","c","b","a","b","b","a","a","a","a","a","b","c","a","a"
"307","a","a","a","a","a","a","a","a","c","c","b","c","a","a","c","b","c","b","b"
"308","c","c","b","b","a","b","a","a","c","a","b","c","a","a","a","c","a","c","a"
"309","a","a","a","a","a","c","a","a","a","b","c","a","a","a","a","a","a","a","c"
"310","b","c","a","b","a","c","a","a","c","b","c","a","b","a","b","a","b","a","b"
"311","b","c","c","b","a","c","a","a","b","c","b","a","c","c","a","a","b","c","b"
"312","b","c","a","b","b","c","a","b","b","b","c","a","c","c","a","b","a","a","a"
"313","b","a","a","c","a","a","a","c","a","c","b","c","a","a","a","a","a","a","c"
"314","a","c","c","b","b","a","a","c","c","a","b","c","c","c","c","c","c","c","a"
"315","a","a","a","c","a","c","a","a","c","b","c","a","b","a","a","a","a","a","a"
"316","b","b","c","c","a","a","b","c","b","a","a","b","a","b","a","a","a","a","a"
"317","b","a","a","b","a","c","a","a","b","c","c","a","b","b","b","a","b","b","a"
"318","a","c","c","c","c","a","b","a","b","b","a","b","a","a","b","b","b","b","c"
"319","b","b","c","b","a","c","a","a","b","b","c","a","b","a","a","a","c","c","b"
"320","b","b","a","c","a","b","a","c","b","a","c","c","c","c","c","a","c","c","a"
"321","b","c","b","b","a","c","a","a","a","b","a","b","c","c","c","c","c","c","a"
"322","c","b","c","b","b","c","a","b","c","b","c","c","b","a","c","a","c","b","c"
"323","b","b","a","b","c","b","a","c","b","a","b","c","a","a","b","b","b","c","a"
"324","b","c","a","b","c","a","a","c","b","a","c","a","b","b","a","a","b","c","c"
"325","b","c","b","a","a","b","a","a","a","c","c","a","b","b","a","b","c","c","a"
"326","a","a","a","a","a","a","a","a","a","a","a","a","b","b","a","a","a","c","b"
"327","a","a","b","c","a","b","a","a","b","a","b","a","c","c","a","a","a","c","a"
"328","b","a","a","b","b","c","a","a","b","a","c","a","c","c","a","c","c","c","a"
"329","c","b","a","a","c","c","a","a","b","b","c","c","b","a","a","c","a","a","a"
"330","a","b","b","a","a","a","a","a","b","b","c","b","a","a","a","a","c","c","a"
"331","a","c","a","a","a","a","a","a","c","b","c","a","b","a","b","c","a","a","a"
